GeneID,IU_Finnerty_Estrus_n1,IU_Finnerty_Estrus_n2,IU_Finnerty_Estrus_n3,IA_Finnerty_Estrus_n1,IA_Finnerty_Estrus_n2,IA_Finnerty_Estrus_n3
Gm5908,202.0,217.0,239.0,133.0,187.0,192.0
Hcfc1r1,2950.0,3074.0,4160.0,3232.0,3225.0,3706.0
Zfp677,663.0,720.0,889.0,616.0,663.0,542.0
Syt6,1469.0,642.0,872.0,247.0,1708.0,328.0
Gzf1,1171.0,1245.0,1951.0,1402.0,1627.0,1725.0
Gapdh-ps15,22.0,19.0,16.0,16.0,19.0,8.0
Scamp4,2123.0,2012.0,2828.0,2106.0,2374.0,2211.0
Fut4,182.0,165.0,293.0,161.0,186.0,213.0
Specc1,718.0,794.0,818.0,409.0,522.0,250.0
Erp44,2886.0,3419.0,3705.0,3582.0,4042.0,3139.0
Brap,1955.0,2055.0,3153.0,1933.0,2144.0,2488.0
Rex1bd,1173.0,968.0,1428.0,1024.0,1332.0,1170.0
Pisd-ps2,101.0,96.0,146.0,96.0,108.0,154.0
Ldlr,3139.0,824.0,1862.0,965.0,2613.0,444.0
Atp12a,7.0,60.0,80.0,47.0,4.0,19.0
Katnbl1,576.0,505.0,1004.0,568.0,733.0,768.0
Gm14322,113.0,164.0,248.0,125.0,139.0,224.0
Mrpl12,1007.0,856.0,1344.0,837.0,1071.0,909.0
Lurap1,328.0,441.0,793.0,387.0,374.0,502.0
Caskin2,4464.0,3566.0,5937.0,3422.0,4096.0,4743.0
BC023105,38.0,60.0,54.0,24.0,5.0,24.0
Klhl5,1260.0,1289.0,2120.0,977.0,1292.0,1188.0
Irgq,2040.0,2376.0,2967.0,1883.0,2610.0,2193.0
Map3k7,3134.0,3360.0,5090.0,2945.0,3476.0,3105.0
Sox12,1572.0,2102.0,3361.0,1333.0,1276.0,1277.0
Snrpd3,1767.0,1174.0,2352.0,1740.0,2174.0,1991.0
Msh6,1811.0,1988.0,3137.0,1828.0,2007.0,2149.0
Crk,4995.0,4884.0,7318.0,4792.0,5779.0,5095.0
Elapor1,1807.0,2940.0,2185.0,2364.0,3832.0,1765.0
Pik3cb,931.0,1118.0,1604.0,849.0,1148.0,1207.0
Entrep1,3209.0,2086.0,4508.0,1732.0,3327.0,3197.0
Igkv10-94,3.0,10.0,49.0,0.0,0.0,42.0
Psmb5,2293.0,1850.0,2721.0,2198.0,2837.0,2183.0
Krt87,345.0,149.0,67.0,224.0,773.0,116.0
6330418K02Rik,42.0,33.0,45.0,26.0,28.0,27.0
Nrxn3,2.0,12.0,16.0,6.0,55.0,6.0
Rnf4,3214.0,3253.0,4597.0,3192.0,4082.0,3808.0
Ndufb9,3837.0,3159.0,5250.0,3463.0,3825.0,3477.0
Smim20,991.0,1147.0,1535.0,885.0,1033.0,1310.0
Jchain,211.0,873.0,336.0,767.0,165.0,75.0
Hycc2,909.0,1105.0,1973.0,981.0,1372.0,1295.0
Pitpnm3,14289.0,9169.0,9560.0,6715.0,19640.0,4257.0
Them4,292.0,393.0,501.0,299.0,307.0,240.0
Plaur,112.0,205.0,298.0,166.0,122.0,102.0
Itpripl1,824.0,954.0,1920.0,535.0,456.0,512.0
Bcl3,313.0,504.0,550.0,243.0,140.0,113.0
Adh7,622.0,528.0,334.0,910.0,2130.0,212.0
Pfn4,27.0,36.0,72.0,49.0,52.0,96.0
Pole,166.0,203.0,233.0,156.0,160.0,158.0
Cacna2d2,43.0,65.0,110.0,63.0,84.0,83.0
H1f10,666.0,1215.0,1602.0,507.0,372.0,850.0
Foxa3,148.0,103.0,91.0,82.0,145.0,20.0
Csnk1g2,6892.0,7344.0,10886.0,7341.0,8211.0,10239.0
Zfr,4646.0,5734.0,8745.0,4714.0,5672.0,6614.0
Fxyd2,63.0,44.0,92.0,30.0,30.0,54.0
Zfp759,216.0,233.0,372.0,246.0,300.0,354.0
Gm5637,273.0,255.0,270.0,220.0,257.0,152.0
Ndufb10,3134.0,2667.0,4385.0,2720.0,3112.0,3070.0
Grhl2,2704.0,2296.0,4782.0,2714.0,3265.0,3746.0
Mrps15,1062.0,1092.0,1692.0,899.0,1048.0,1006.0
Zfp606,663.0,905.0,1264.0,641.0,719.0,1092.0
Tirap,1634.0,1609.0,1968.0,1103.0,1458.0,1268.0
Ganab,8981.0,8413.0,11405.0,10006.0,11709.0,8646.0
Lamtor4,1301.0,1128.0,1788.0,1044.0,1255.0,1454.0
Agap3,5953.0,5242.0,7139.0,3254.0,4370.0,4374.0
Cln8,899.0,1012.0,1281.0,723.0,949.0,771.0
Zfp276,625.0,724.0,1164.0,637.0,718.0,999.0
Gm10698,104.0,80.0,126.0,115.0,132.0,114.0
Serf1,500.0,499.0,611.0,375.0,483.0,580.0
Slc5a8,3.0,150.0,20.0,32.0,54.0,64.0
Calml3,1117.0,710.0,330.0,285.0,618.0,112.0
Tmem127,4813.0,6120.0,7826.0,5032.0,5763.0,6159.0
Gm14730,7.0,7.0,7.0,3.0,11.0,12.0
Nfu1,1117.0,937.0,1646.0,879.0,909.0,958.0
Paip2b,2014.0,2583.0,3524.0,2099.0,2584.0,3528.0
Elfn1,265.0,31.0,40.0,14.0,16.0,0.0
Plekha1,1639.0,1649.0,3038.0,1327.0,1998.0,2023.0
Amd2,59.0,46.0,75.0,50.0,89.0,54.0
Irf3,2312.0,2373.0,3711.0,2396.0,2465.0,2944.0
Gm11478,346.0,317.0,526.0,221.0,331.0,378.0
Mir148a,0.0,2.0,3.0,0.0,0.0,1.0
Hsbp1,4537.0,4430.0,6665.0,4727.0,4708.0,5503.0
Gm6252,444.0,378.0,596.0,226.0,274.0,293.0
Tmem263,1256.0,1435.0,2176.0,1111.0,1282.0,1219.0
Dgcr8,1156.0,1291.0,2028.0,1062.0,1344.0,1257.0
Gmppb,1257.0,1134.0,1102.0,993.0,1144.0,598.0
Cgrrf1,545.0,621.0,878.0,515.0,576.0,701.0
Dph5,363.0,309.0,524.0,277.0,367.0,397.0
Sfswap,1963.0,2002.0,3838.0,1729.0,2122.0,2366.0
Banf1,1999.0,1749.0,3026.0,1916.0,1988.0,1875.0
Fundc1,1875.0,2246.0,3702.0,2551.0,2382.0,3701.0
Klhl25,954.0,1065.0,1713.0,1338.0,1087.0,1225.0
Uggt1,6204.0,6732.0,7942.0,7100.0,8185.0,5780.0
Zcchc10,319.0,205.0,433.0,224.0,356.0,372.0
Chid1,2612.0,2676.0,3089.0,2778.0,2994.0,2094.0
Khdrbs1,5250.0,5737.0,7876.0,4439.0,5793.0,5866.0
4833432E10Rik,119.0,141.0,264.0,127.0,129.0,117.0
Smg9,902.0,1129.0,1538.0,908.0,998.0,1112.0
Fbxo3,2807.0,3009.0,4493.0,2330.0,2613.0,3424.0
Pde9a,1354.0,848.0,1564.0,836.0,2470.0,771.0
Akirin2,2073.0,2271.0,3589.0,2073.0,1907.0,2248.0
Ifit1bl1,47.0,90.0,62.0,16.0,10.0,15.0
Nek9,5936.0,6617.0,10255.0,5403.0,6525.0,6596.0
Endod1,1870.0,2027.0,3385.0,2551.0,2817.0,3219.0
Stag2,4989.0,6540.0,9232.0,5339.0,6924.0,8785.0
a,16.0,24.0,38.0,20.0,10.0,16.0
Uqcrq,3682.0,2236.0,4038.0,3163.0,3415.0,2433.0
Pan3,4347.0,3776.0,5914.0,3112.0,4351.0,4022.0
Stk10,1448.0,1009.0,1518.0,829.0,1414.0,946.0
Arl15,932.0,1096.0,1325.0,793.0,1016.0,972.0
Il13ra2,8.0,21.0,12.0,12.0,4.0,18.0
Tmed3,5439.0,7648.0,8259.0,8191.0,7492.0,7247.0
1700027J07Rik,40.0,70.0,76.0,64.0,46.0,46.0
Zfp800,719.0,580.0,1229.0,675.0,905.0,1072.0
Gabbr2,12.0,36.0,146.0,29.0,22.0,38.0
Nol12,746.0,710.0,1073.0,580.0,901.0,734.0
Zfp882,235.0,347.0,469.0,262.0,290.0,368.0
Tmem35a,805.0,2198.0,2297.0,1820.0,610.0,629.0
Prr5l,244.0,535.0,651.0,488.0,393.0,667.0
Rab40c,1125.0,1277.0,2017.0,967.0,1253.0,1368.0
Triobp,6488.0,3732.0,5777.0,2484.0,6365.0,2857.0
Usp22,4564.0,5570.0,8637.0,5186.0,6436.0,6526.0
Ints5,1184.0,1327.0,1933.0,1250.0,1517.0,1395.0
Pip5k1b,2719.0,1505.0,2961.0,1664.0,2649.0,1938.0
Usp32,2079.0,2540.0,3598.0,2227.0,2680.0,2971.0
Zfp358,1036.0,1832.0,2092.0,1085.0,1509.0,1877.0
Cenpb,11281.0,12294.0,18647.0,10652.0,10899.0,12645.0
Snrpf,140.0,77.0,165.0,104.0,141.0,130.0
Cxcl10,28.0,93.0,89.0,21.0,18.0,42.0
Ddx49,916.0,790.0,1261.0,740.0,974.0,861.0
Ube2s,543.0,451.0,725.0,520.0,620.0,556.0
Sdcbp2,38.0,80.0,70.0,45.0,40.0,100.0
Chp1,2952.0,5308.0,4193.0,2927.0,3451.0,3853.0
Mrps18a,1881.0,1822.0,2284.0,1365.0,1594.0,1599.0
Rab10,6655.0,5980.0,9939.0,5655.0,6716.0,6332.0
Rhou,3181.0,5128.0,9531.0,4000.0,3564.0,6530.0
Fbln2,19962.0,6491.0,3547.0,3002.0,4101.0,701.0
Ric8b,903.0,994.0,1778.0,941.0,1172.0,1425.0
Mcfd2,3707.0,4744.0,5418.0,3765.0,4048.0,3952.0
Scara5,370.0,1136.0,1625.0,1038.0,277.0,837.0
Zfp626,239.0,246.0,391.0,220.0,270.0,262.0
9130221H12Rik,137.0,224.0,333.0,191.0,192.0,309.0
Adcy2,742.0,341.0,566.0,427.0,1272.0,253.0
Trir,3808.0,3572.0,5369.0,3560.0,4070.0,3752.0
Ndufa12,440.0,323.0,593.0,392.0,520.0,382.0
Pga5,16.0,26.0,95.0,4.0,0.0,0.0
Cited1,2.0,20.0,0.0,2.0,0.0,2.0
Ceacam2,31.0,44.0,34.0,29.0,20.0,16.0
Knop1,2370.0,2733.0,4196.0,3180.0,3774.0,3661.0
Tmem69,480.0,423.0,726.0,381.0,457.0,548.0
Chmp1a,4086.0,4648.0,6551.0,4392.0,4854.0,5758.0
Siah3,29.0,10.0,7.0,2.0,11.0,6.0
Cltc,18806.0,17788.0,25231.0,19220.0,25097.0,20699.0
Chst5,84.0,57.0,66.0,72.0,85.0,42.0
Csad,1828.0,2432.0,3999.0,2211.0,2420.0,3324.0
Exosc10,1943.0,2015.0,3240.0,1860.0,2337.0,2337.0
Tamm41,289.0,321.0,505.0,342.0,427.0,386.0
Tmed10,7619.0,8707.0,10714.0,9964.0,11573.0,9681.0
Pde1c,55.0,69.0,86.0,137.0,254.0,64.0
Gm2830,1218.0,1194.0,2004.0,353.0,339.0,332.0
Xylb,548.0,344.0,855.0,3799.0,4468.0,5840.0
Fam241a,454.0,537.0,807.0,429.0,333.0,470.0
Dctn2,6082.0,6542.0,9200.0,5882.0,7025.0,7661.0
2610044O15Rik8,336.0,303.0,455.0,299.0,281.0,348.0
Ptpn5,1564.0,182.0,234.0,125.0,956.0,96.0
Lrrc55,116.0,79.0,186.0,99.0,124.0,27.0
Rbms1,2947.0,2802.0,3995.0,2086.0,3180.0,2590.0
Cables1,230.0,693.0,639.0,560.0,377.0,561.0
Srsf4,2913.0,3249.0,5166.0,2686.0,3146.0,2891.0
Med30,686.0,701.0,1041.0,761.0,992.0,1278.0
Zfp33b,164.0,250.0,339.0,167.0,225.0,292.0
Fkbp2,2156.0,2510.0,2845.0,3087.0,2962.0,2620.0
2810001G20Rik,210.0,246.0,498.0,248.0,206.0,510.0
Dis3,765.0,696.0,1158.0,584.0,896.0,644.0
Ncl,14834.0,15738.0,23099.0,13202.0,17734.0,18860.0
Calr,29432.0,34629.0,35577.0,40480.0,40624.0,20421.0
Rpl41,29398.0,30468.0,42663.0,20605.0,23753.0,26376.0
Pip4p1,1245.0,1637.0,2273.0,1227.0,1310.0,1817.0
Pard3b,1116.0,1733.0,2956.0,1148.0,1308.0,1392.0
Tnfsf13,82.0,160.0,184.0,298.0,175.0,331.0
Herc6,530.0,709.0,770.0,273.0,255.0,299.0
U2af1,1923.0,1635.0,2782.0,1515.0,1901.0,1796.0
Ubb,11919.0,14643.0,20242.0,12642.0,13289.0,17337.0
H3f3a,6453.0,6430.0,8080.0,5666.0,6263.0,7198.0
Mir339,2.0,3.0,11.0,2.0,4.0,6.0
Limch1,1414.0,1786.0,2568.0,1165.0,1569.0,949.0
Pds5a,2639.0,2452.0,4209.0,2473.0,3179.0,2923.0
Ptov1,6090.0,7606.0,11273.0,7319.0,7346.0,8923.0
Ankrd27,1314.0,1507.0,2365.0,1325.0,1529.0,1924.0
Olah,15.0,20.0,84.0,0.0,8.0,45.0
Tap1,1047.0,1847.0,1770.0,890.0,707.0,1100.0
Cibar1,986.0,1192.0,1683.0,1041.0,1114.0,1415.0
Aqp5,4584.0,2400.0,1705.0,1640.0,4073.0,1434.0
Gm5446,24.0,18.0,35.0,54.0,36.0,25.0
Rps27l,1782.0,1269.0,2181.0,1656.0,1808.0,1876.0
Tecpr1,1730.0,2285.0,2962.0,1642.0,1750.0,2102.0
Strip2,178.0,156.0,252.0,51.0,49.0,26.0
Atad3a,1528.0,1145.0,2192.0,1248.0,1518.0,1305.0
Il11ra2,9.0,16.0,8.0,8.0,3.0,7.0
Egf,137.0,91.0,146.0,53.0,46.0,104.0
Prelid1,4130.0,4343.0,5967.0,4316.0,5010.0,4968.0
Rps5,2934.0,3671.0,5212.0,2556.0,2766.0,3577.0
Pdia4,11345.0,14772.0,14359.0,18039.0,17026.0,9594.0
Rnf186,81.0,173.0,186.0,347.0,220.0,396.0
Muc4,573.0,2659.0,978.0,848.0,445.0,402.0
Rab6b,2239.0,2378.0,2898.0,2313.0,2194.0,1911.0
Arl1,3029.0,3041.0,4409.0,2804.0,3143.0,3611.0
Ifi27l2b,10.0,7.0,10.0,9.0,4.0,15.0
Sfr1,3347.0,3548.0,5389.0,3227.0,3854.0,3947.0
Rab44,329.0,97.0,90.0,78.0,337.0,22.0
Erbb4,22.0,48.0,68.0,25.0,25.0,68.0
Pwwp2a,1621.0,1530.0,2286.0,1311.0,1587.0,1517.0
Bend4,264.0,993.0,737.0,241.0,101.0,191.0
Pyurf,1623.0,1262.0,2026.0,1120.0,1221.0,1068.0
Lpar1,2768.0,1437.0,1624.0,1624.0,2597.0,1062.0
Glg1,4877.0,6236.0,7975.0,5554.0,7109.0,5722.0
Cope,5990.0,5625.0,7350.0,6211.0,6832.0,5622.0
Zfp629,1362.0,1582.0,2805.0,1507.0,1875.0,2202.0
Usp35,527.0,1154.0,1520.0,1279.0,1015.0,1280.0
Ccdc93,961.0,1293.0,1998.0,1093.0,1202.0,1267.0
Tjp1,7868.0,9845.0,14563.0,7011.0,9088.0,8679.0
Gabpb2,3226.0,3484.0,5286.0,3040.0,4157.0,3686.0
Tsc22d3,1917.0,1754.0,4759.0,976.0,1523.0,2743.0
Pld6,31.0,48.0,98.0,93.0,61.0,119.0
Taf15,2300.0,2380.0,3560.0,2277.0,2649.0,2725.0
Mpg,899.0,1065.0,1533.0,893.0,1029.0,1134.0
Gm6109,59.0,60.0,82.0,36.0,30.0,38.0
Aox4,15.0,73.0,160.0,39.0,17.0,41.0
Il36g,20.0,2.0,2.0,3.0,0.0,0.0
Mia3,7376.0,8748.0,10433.0,8432.0,10324.0,8629.0
Nfil3,523.0,331.0,827.0,291.0,348.0,382.0
5033406O09Rik,157.0,253.0,299.0,266.0,318.0,226.0
Tpcn1,6016.0,7739.0,9554.0,5751.0,7989.0,6025.0
Uri1,2326.0,2613.0,4412.0,2561.0,2780.0,3328.0
Tmprss11b,130.0,83.0,2.0,0.0,8.0,0.0
Tmem14a,373.0,351.0,609.0,330.0,421.0,606.0
Snx13,3134.0,3530.0,4699.0,2703.0,3669.0,3304.0
Slc35c1,1650.0,1610.0,2090.0,1533.0,1954.0,1459.0
Cxcl1,3.0,16.0,12.0,2.0,5.0,6.0
Ahnak,12406.0,14345.0,25455.0,9668.0,16735.0,13824.0
Plscr1,1294.0,1388.0,1718.0,1783.0,1886.0,2684.0
Mrpl41,1215.0,798.0,1289.0,901.0,961.0,886.0
Ncmap,356.0,490.0,540.0,374.0,397.0,458.0
Psmd7,3107.0,3467.0,4778.0,3026.0,3489.0,3206.0
Rnf213,7987.0,8436.0,12216.0,5260.0,5921.0,4838.0
Rexo2,2448.0,1567.0,2840.0,1879.0,2217.0,1704.0
Itpr1,7571.0,9712.0,15309.0,5691.0,6414.0,6072.0
Mis12,827.0,845.0,1070.0,790.0,1003.0,850.0
Zc3h15,3204.0,3414.0,4963.0,2838.0,3485.0,3835.0
Slirp,369.0,348.0,493.0,261.0,316.0,324.0
1110038F14Rik,987.0,1146.0,1806.0,983.0,998.0,1389.0
Josd1,1326.0,1744.0,2406.0,1489.0,1546.0,1906.0
Sppl2a,3874.0,4012.0,5238.0,2871.0,3537.0,3824.0
Plpp4,5.0,48.0,56.0,129.0,21.0,61.0
Ccdc102a,908.0,1109.0,1945.0,935.0,1027.0,1530.0
Zfp773,45.0,66.0,64.0,26.0,30.0,30.0
Glb1,2547.0,3704.0,4215.0,2932.0,2830.0,3153.0
Tmem208,855.0,770.0,970.0,691.0,767.0,726.0
Vcp,10377.0,9723.0,12527.0,10893.0,13937.0,10805.0
Synpo,1084.0,1025.0,2106.0,1438.0,1447.0,1534.0
Dscam,259.0,23.0,40.0,34.0,344.0,18.0
Chn1,1201.0,928.0,1289.0,752.0,1775.0,840.0
Ilrun,6406.0,7511.0,10565.0,6629.0,7226.0,6859.0
Txnrd1,4603.0,4032.0,6428.0,3972.0,4366.0,4450.0
Edc3,829.0,943.0,1410.0,696.0,995.0,997.0
Nrbp1,3555.0,3893.0,5975.0,3224.0,3604.0,3536.0
Nedd8,1168.0,872.0,1369.0,966.0,1113.0,972.0
Gm3552,38.0,39.0,50.0,16.0,17.0,20.0
Zdhhc9,2001.0,2193.0,2845.0,1803.0,1799.0,2477.0
Orc1,37.0,28.0,100.0,35.0,26.0,11.0
Praf2,864.0,841.0,1235.0,1064.0,1005.0,719.0
Mirt1,8.0,23.0,39.0,26.0,4.0,53.0
Mir697,1.0,0.0,3.0,1.0,0.0,2.0
Tmc4,8719.0,10047.0,9418.0,6840.0,7781.0,8474.0
Rims3,16.0,8.0,36.0,1.0,3.0,4.0
Atg10,504.0,645.0,967.0,482.0,567.0,697.0
Ranbp9,2205.0,2897.0,3708.0,2457.0,2956.0,3886.0
Wapl,3054.0,3353.0,4617.0,2852.0,3779.0,3634.0
Adra2c,1118.0,1247.0,2346.0,398.0,733.0,700.0
Mmaa,718.0,835.0,1153.0,680.0,797.0,1020.0
Tram1,6690.0,7488.0,8720.0,8484.0,9456.0,9110.0
Tbca,2933.0,2898.0,3905.0,2187.0,2801.0,2957.0
Scx,317.0,418.0,977.0,406.0,248.0,831.0
Schip1,22.0,25.0,29.0,37.0,16.0,31.0
Gm5801,23.0,19.0,36.0,32.0,21.0,20.0
Apol6,127.0,28.0,30.0,18.0,72.0,13.0
Pcdhga5,173.0,295.0,293.0,140.0,196.0,154.0
Nus1,3739.0,3793.0,4914.0,2632.0,3394.0,3034.0
Bcat2,2450.0,2490.0,3231.0,2520.0,3307.0,2544.0
Ripor2,1916.0,2294.0,2821.0,2088.0,2081.0,3321.0
Rps28,5093.0,5739.0,8481.0,4007.0,5073.0,5849.0
Rad23b,7917.0,6963.0,11068.0,6588.0,8383.0,6947.0
Gm5553,0.0,0.0,0.0,0.0,3.0,2.0
Slc22a15,692.0,1079.0,1592.0,763.0,1091.0,945.0
Rasd1,6058.0,1582.0,2205.0,379.0,2544.0,583.0
Ube2d1,1411.0,1766.0,2443.0,1065.0,1215.0,1482.0
Hilpda,207.0,343.0,469.0,321.0,316.0,376.0
Gm5454,58.0,77.0,103.0,69.0,95.0,47.0
Npas1,10.0,30.0,27.0,28.0,26.0,37.0
Srpx2,69.0,95.0,119.0,136.0,206.0,82.0
Slc2a6,38.0,43.0,74.0,27.0,18.0,25.0
Atg13,1419.0,2259.0,2280.0,1767.0,2004.0,2142.0
6820431F20Rik,347.0,318.0,522.0,296.0,359.0,240.0
Flywch1,1663.0,2146.0,3548.0,1728.0,1768.0,2192.0
Mtch1,7213.0,8131.0,11592.0,7844.0,7975.0,7943.0
Panct2,335.0,224.0,534.0,272.0,415.0,370.0
Fam162a,1756.0,1524.0,2347.0,1496.0,1704.0,1486.0
Slc37a2,266.0,402.0,462.0,408.0,364.0,399.0
Kcnk15,13.0,41.0,104.0,24.0,20.0,66.0
Tmem43,1301.0,1843.0,2152.0,1406.0,1572.0,1797.0
Mir24-2,12.0,10.0,12.0,8.0,10.0,14.0
Chac2,803.0,605.0,573.0,468.0,573.0,339.0
Otop1,322.0,114.0,2.0,0.0,6.0,0.0
Smim33,22.0,49.0,39.0,46.0,42.0,42.0
Sox1ot,22.0,247.0,227.0,40.0,34.0,51.0
Rpph1,18.0,13.0,23.0,34.0,34.0,78.0
Gpbp1,3531.0,3663.0,5946.0,3552.0,4345.0,5022.0
Plp2,1496.0,1956.0,2521.0,2101.0,1970.0,2549.0
Maml2,1629.0,2075.0,3141.0,1444.0,1443.0,1685.0
Iftap,1309.0,1642.0,2250.0,1111.0,1442.0,2100.0
Eef1akmt2,660.0,742.0,1077.0,777.0,832.0,1166.0
Kif13a,6345.0,5229.0,6866.0,4527.0,7860.0,4864.0
Mllt10,1539.0,1571.0,2885.0,1623.0,1973.0,1996.0
Polg,1385.0,1658.0,2487.0,1460.0,1613.0,2014.0
Tgif2,428.0,734.0,946.0,1114.0,997.0,749.0
Aasdh,728.0,792.0,1453.0,644.0,925.0,941.0
Trim25,3625.0,4792.0,5760.0,3504.0,3422.0,4754.0
Tcta,1268.0,1250.0,1741.0,1363.0,1450.0,1861.0
Rif1,1632.0,1660.0,3327.0,1789.0,2505.0,2319.0
Lxn,726.0,831.0,965.0,633.0,869.0,1047.0
Chrdl2,968.0,650.0,1301.0,751.0,532.0,230.0
Tmem41b,881.0,903.0,1191.0,703.0,1026.0,1095.0
Camk1,1124.0,1644.0,2119.0,1356.0,1397.0,1950.0
Dand5,271.0,414.0,474.0,332.0,294.0,425.0
Gm6750,28.0,25.0,45.0,22.0,32.0,39.0
Rcbtb1,2107.0,2555.0,3856.0,2422.0,2733.0,3326.0
Siae,1211.0,1829.0,2582.0,1739.0,1765.0,2298.0
Ugt1a6a,1787.0,1826.0,2504.0,2546.0,3079.0,2080.0
Cox4i1,17120.0,15334.0,20365.0,13820.0,19835.0,15938.0
Dazap1,3705.0,3223.0,4432.0,2973.0,3510.0,3048.0
Entpd4,30.0,26.0,39.0,10.0,32.0,21.0
Rbm12b2,408.0,369.0,704.0,347.0,454.0,509.0
Serf2,3554.0,3702.0,5720.0,3356.0,3904.0,3817.0
Psmd2,6481.0,5731.0,8579.0,6681.0,8175.0,6912.0
Chkb,16.0,17.0,23.0,12.0,13.0,11.0
Gm6402,26.0,77.0,57.0,11.0,19.0,39.0
Parm1,1541.0,2285.0,2409.0,2013.0,1482.0,1766.0
Mon2,3581.0,4380.0,6460.0,3696.0,4674.0,4757.0
Ptprm,1109.0,1373.0,2315.0,845.0,1124.0,1362.0
Gar1,627.0,457.0,895.0,532.0,843.0,735.0
Spink8,41.0,167.0,288.0,159.0,52.0,372.0
Eif3d,2336.0,2653.0,3201.0,2177.0,2635.0,2747.0
Hspa5,32081.0,40624.0,37596.0,39318.0,49009.0,27686.0
Shisa5,7406.0,10727.0,11926.0,9333.0,6664.0,8428.0
Rtl4,102.0,32.0,36.0,10.0,63.0,8.0
Il6,2.0,0.0,4.0,2.0,0.0,0.0
Crkl,1626.0,1805.0,2625.0,1532.0,2106.0,1861.0
Psmc3,4000.0,3878.0,5389.0,3869.0,4599.0,4024.0
Pgam1,3394.0,3009.0,4133.0,4301.0,5482.0,3977.0
Atp5d,4412.0,3974.0,5687.0,3442.0,3843.0,3357.0
Eipr1,610.0,474.0,748.0,473.0,547.0,498.0
Dhdh,480.0,733.0,1275.0,384.0,339.0,632.0
9330133O14Rik,348.0,419.0,442.0,300.0,271.0,288.0
Mrpl11,1141.0,988.0,1649.0,1060.0,1234.0,1315.0
Zfp944,336.0,401.0,623.0,430.0,470.0,625.0
Sh2d6,70.0,18.0,18.0,54.0,34.0,12.0
Col13a1,149.0,315.0,342.0,250.0,164.0,61.0
Gm10045,11.0,20.0,84.0,22.0,19.0,32.0
Polr1g,549.0,588.0,967.0,396.0,571.0,615.0
Nop14,1263.0,1346.0,2013.0,1230.0,1471.0,1701.0
Eif1b,1376.0,1619.0,2666.0,1333.0,1384.0,1742.0
Ccdc32,708.0,740.0,1052.0,630.0,772.0,966.0
Klc1,2698.0,3353.0,4968.0,2418.0,3129.0,2996.0
Gm2614,60.0,90.0,118.0,51.0,26.0,52.0
Pcdhb6,40.0,56.0,45.0,18.0,26.0,4.0
Cpne3,3319.0,4038.0,5924.0,3760.0,4187.0,5853.0
Dpy19l4,788.0,1100.0,1627.0,1028.0,1142.0,1007.0
2410003L11Rik,0.0,2.0,1.0,1.0,2.0,4.0
3300005D01Rik,6.0,4.0,13.0,6.0,2.0,0.0
4930539J05Rik,277.0,206.0,338.0,279.0,340.0,292.0
Zfp959,329.0,332.0,564.0,291.0,304.0,310.0
Tex261,1867.0,1994.0,2974.0,1850.0,2058.0,1829.0
Mcf2l,1504.0,1534.0,2142.0,1362.0,1966.0,1822.0
Ube2v1,1668.0,1743.0,2483.0,1394.0,1908.0,1694.0
Gm37254,32.0,19.0,67.0,38.0,38.0,39.0
Mfge8,4120.0,9139.0,9770.0,10758.0,5431.0,8032.0
Jmjd8,1534.0,1516.0,1960.0,1668.0,2025.0,1721.0
Pcolce,2378.0,2673.0,3795.0,1715.0,1660.0,902.0
S100a7a,23.0,28.0,44.0,16.0,20.0,19.0
Usp38,1689.0,1590.0,2456.0,1241.0,1872.0,1715.0
Rpl17-ps9,225.0,288.0,297.0,111.0,140.0,177.0
Lrp5,5257.0,7483.0,8179.0,6782.0,5891.0,7146.0
Gm12250,77.0,131.0,89.0,29.0,26.0,18.0
Rpl23,15100.0,17706.0,24624.0,11210.0,13446.0,15357.0
Abhd16a,3881.0,3929.0,6297.0,3565.0,3882.0,5190.0
Vwa5a,5071.0,5653.0,6309.0,5221.0,6085.0,6501.0
Slc35e1,3255.0,3564.0,4521.0,3286.0,3771.0,3330.0
Helz2,2028.0,2280.0,2969.0,1214.0,1639.0,1189.0
Gprc5b,387.0,1126.0,1873.0,1897.0,1168.0,2385.0
