Taf9	Q8VI33
Tafa1	Q7TPG8
Tafa2	Q7TPG7
Tafa3	Q7TPG6
Tafa4	Q7TPG5
Tafa5	Q91WE9
Tagap	B2RWW0
Tagln2	Q9WVA4
Tagln3	Q9R1Q8
Tagln	P37804
Tal1	P22091
Tal2	Q62282
Talpid3	E9PV87
Taldo1	Q93092
Tamm41	Q3TUH1
Tanc1	Q0VGY8
Tanc2	A2A690
Tank	P70347
Taok1	Q5F2E8
Taok2	Q6ZQ29
Taok3	Q8BYC6
Tap1	P21958
Ccdc59	Q8R2N0
Tap2	P36371
Tapt1	Q4VBD2
Triobp	Q99KW3
Trarg1	Q8C838
Tarm1	B6A8R8
Tasl	Q9D3J9
Tasor2	Q5DTT3
Tasor	Q69ZR9
Tasp1	Q8R1G1
Tatdn1	Q6P8M1
Tatdn3	Q3U1C6
Mapt	P10637
Tax1bp1	Q3UKC1
Tafazzin	Q91WF0
Tbc1d10a	P58802
Tbc1d10b	Q8BHL3
Tbc1d10c	Q8C9V1
Tnks1bp1	P58871
Tbc1d22a	Q8R5A6
Tuba1a	P68369
Tuba1b	P05213
Tuba1c	P68373
Tuba3a	P05214
Tuba4a	P68368
Tuba8	Q9JJZ2
Tubal3	Q3UX10
Tbata	Q7TSD4
Tubb1	A2AQ07
Tubb2a	Q7TMM9
Tubb2b	Q9CWF2
Tubb3	Q9ERD7
Tubb4a	Q9D6F9
Tubb4b	P68372
Tubb5	P99024
Tubb6	Q922F4
Tbc1d12	Q6A039
Tbc1d13	Q8R3D1
Tbc1d14	Q8CGA2
Tbc1d15	Q9CXF4
Tbc1d17	Q8BYH7
Tbc1d20	Q9D9I4
Tbc1d21	Q9D9D3
Tbc1d23	Q8K0F1
Tbc1d24	Q3UUG6
Tbc1d25	A1A5B6
Tbc1d30	Q69ZT9
Tbc1d31	Q6NXY1
Tbc1d8b	A3KGB4
Tbc1d9b	Q5SVR0
Tbca	P48428
Tbcb	Q9D1E6
Tbccd1	Q640P7
Tbcc	Q8VCN9
Tbc1d1	Q60949
Tbc1d4	Q8BYJ6
Tbc1d5	Q80XQ2
Tbc1d7	Q9D0K0
Tbc1d8	Q9Z1A9
Tbc1d9	Q3UYK3
Tbcd	Q8BYA0
Tbcel	Q8C5W3
Tbce	Q8CIV8
Tbck	Q8BM85
Tbc1d2	B1AVH7
Tbc1d2b	Q3U0J8
Tubd1	Q9R1K7
Tube1	Q9D6T1
Tubg1	P83887
Tubg2	Q8VCK3
Tbk1	Q9WUN2
Tbkbp1	A2A9T0
Tbl1xr1	Q8BHJ5
Tbl1x	Q9QXE7
Tbl2	Q9R099
Tbl3	Q8C4J7
Tbpl1	P62340
Tbpl2	Q6SJ95
Tbp	P29037
Tbr1	Q64336
Tbrg1	Q3UB74
Tbx10	Q810F8
Tbx15	O70306
Tbx18	Q9EPZ6
Tbx19	Q99ME7
Tbx1	P70323
Tbx20	Q9ES03
Tbx21	Q9JKD8
Tbx22	Q8K402
Tbx2	Q60707
Tbx3	P70324
Tbx4	P70325
Tbx5	P70326
Tbx6	P70327
Tbxt	P20293
Wrap53	Q8VC51
Tcaf1	Q8BNE1
Tcaf2	Q921K8
Tcaf3	Q6QR59
TCAIM	Q66JZ4
Tceal1	Q921P9
Tceal3	Q8R0A5
Tceal5	Q8CCT4
Tceal7	A3KGA4
Tceal8	Q9CZY2
Tceal9	Q9DD24
Ticam1	Q80UF7
Ticam2	Q8BJQ4
Tcea1	P10711
Tcea2	Q9QVN7
Tcea3	P23881
Tcf15	Q60756
Tcf19	Q99KJ5
Tcf20	Q9EPQ8
Tcf21	O35437
Tcf23	Q9JLR5
Tcf25	Q8R3L2
Tcf7	Q00417
Tchhl1	Q9D3P1
Tchp	Q3TVW5
Tcim	Q9D915
Tcl1a	P56280
Tcl1b1	P56840
Tcl1b2	P56841
Tcl1b3	P56842
Tcl1b4	P56844
Tcl1b5	P56845
Tcn2	O88968
Tcof1	O08784
Tcp11	Q01755
Sub1	P11031
Tcp1	P11983
Cct2	P80314
Cct4	P80315
Cct5	P80316
Cct3	P80318
Cct7	P80313
Cct8	P42932
Tecpr1	Q80VP0
Cct6b	Q61390
Cct6a	P80317
Tcerg1	Q8CGF7
Tcerg1l	Q3B807
Tcta	Q8VEA7
Tpt1	P63028
Tdgf1	P51865
Tdg	P56581
Tdh	Q8K3F7
Dnttip1	Q99LB0
Dnttip2	Q8R2M2
Teddm1a	Q810U2
Gm9125	P0DMR6
Tdpoz1	P0DMR5
Tdpoz2	Q717B2
Tdpoz3	Q717B4
Tdpoz4	Q6YCH2
Tdpoz5	Q6YCH1
Tdrd12	Q9CWU0
Tdrd1	Q99MV1
Tdrd3	Q91W18
Tdrd5	Q5VCS6
Tdrd6	P61407
Tdrd7	Q8K1H1
Tdrd9	Q14BI7
Tdrkh	Q80VL1
Tdrp	Q8C5P7
Dntt	P09838
Terf2ip	Q91VL8
Tead1	P30051
Tead2	P48301
Tead3	P70210
Tead4	Q62296
Tceanc2	Q8R2M0
Tceanc	Q3US16
Ptges3	Q9R0Q7
Tecrl	Q8BFZ1
Tecr	Q9CY27
Tctn1	Q8BZ64
Tctn2	Q2MV57
Tctn3	Q8R2Q6
Tecta	O08523
Tectb	O08524
Tec	P24604
Tedc1	Q3UK37
Tedc2	Q6GQV0
Tmeff1	Q6PFE7
Tmeff2	Q9QYM9
Tefm	Q5SSK3
Tef	Q9JLC6
Tektl1	Q9D4K7
Tekt1	Q9DAJ2
Tekt2	Q922G7
Tekt3	Q6X6Z7
Tekt4	Q149S1
Tekt5	G5E8A8
Telo2	Q9DC40
Tcap	O70548
Ten1	Q9D7K2
Tenm1	Q9WTS4
Tenm2	Q9WTS5
Tenm3	Q9WTS6
Tenm4	Q3UHK6
Tnc	Q80YX1
Tnn	Q80Z71
Tnr	Q8BYI9
Tns1	E9Q0S6
Tns2	Q8CGB6
Tns3	Q5SSZ5
Tns4	Q8BZ33
Tep1	P97499
Vcp	Q01853
Terb1	Q8C0V1
Terb2	Q9D494
Terf1	P70371
Terf2	O35144
Tert	O70372
Tesk1	O70146
Tesk2	Q8VCT9
Tespa1	Q3U132
Prss21	Q9JHJ7
Tes	P47226
Tet1	Q3URK3
Tet2	Q4JK59
Tet3	Q8BG87
Tent5a	D3Z5S8
Tent5b	Q8C152
Tent5c	Q5SSF7
Clec3b	P43025
Tex10	Q3URQ0
Tex11	Q14AT2
Tex12	Q9CR81
Tex14	Q7M6U3
Tex15	F8VPN2
Tex22	Q9D9U4
Tex24	Q5DP50
Tex26	Q0VB26
Tex29	Q9DA77
Tex2	Q6ZPJ0
Tex30	Q3TUU5
Tex35	Q14BK3
Tex38	A2A8T7
Tex44	Q9DA60
Tex47	Q9D5W8
Tex52	Q3TTI8
Tex54	G3UW99
Tex55	A6X8Z9
Tex56	Q497N7
Tex9	Q9D845
Gtf2a1	Q99PM3
Gtf2a1l	Q8R4I4
Gtf2b	P62915
Gtf2h1	Q9DBA9
Gtf2h2	Q9JIB4
Gtf2h3	Q8VD76
Gtf2h4	O70422
Gtf2h5	Q8K2X8
Tfcp2l1	Q3UNW5
Gtf3a	Q8VHT7
Brf1	Q8CFK2
Gtf3c1	Q8K284
Gtf3c2	Q8BL74
Gtf3c4	Q8BMQ2
Gtf3c5	Q8R2T8
Gtf3c6	Q9D8P7
Rela	Q04207
Tcf7l1	Q9Z1J1
Tcf7l2	Q924A0
Tfam	P40630
Tfb1m	Q8JZM0
Tfb2m	Q3TL26
Tfcp2	Q9ERA0
Tfdp1	Q08639
Tfdp2	Q64163
Tcf3	P15806
Tfe3	Q64092
Tfeb	Q9R210
Tfec	Q9WTW4
Tff1	Q08423
Tff2	Q03404
Tff3	Q62395
Tnfaip8	Q921Z5
Tfip11	Q9ERA6
Tfpi	O54819
Tfpi2	O35536
Tfpt	Q3U1J1
Tfrc	Q62351
Tfr2	Q9JKX3
F3	P20352
Tagap1	P0CAX8
Tgfbr3	O88393
Tgds	Q8VDR7
Tgfbrap1	Q3UR70
Tgfa	P48030
Tgfb1	P04202
Tgfb2	P27090
Tgfb3	P17125
Tgfb1i1	Q62219
Tgfbr1	Q64729
Tgfbr2	Q62312
Tgif1	P70284
Tgif2	Q8C0Y1
Tgm1	Q9JLF6
Tgm2	P21981
Tgm3	Q08189
Tgm4	Q8BZH1
Tgm5	Q9D7I9
Mia3	Q8BI84
Tgoln1	Q62313
Tgoln2	Q62314
Tgfbr3l	D3YZZ2
Togaram1	Q6A070
Togaram2	Q3TYG6
Tgs1	Q923W1
Tgtp1	Q62293
Tgtp2	Q3T9E4
Qtrt1	Q9JMA2
Thap11	Q9JJD0
Thada	A8C756
Thap1	Q8CHW1
Thap2	Q9D305
Thap3	Q8BJ25
Thap4	Q6P3Z3
Thap7	Q8VCZ3
Tbxas1	P36423
Thra	P63058
Serpina7	P61939
Thrb	P37242
Them4	Q3UUI3
Them5	Q9CQJ0
Them6	Q80ZW2
Thg1l	Q9CY52
Acat2	Q8CAY6
Acaa1a	Q921H8
Acaa1b	Q8VCH0
Acat1	Q8QZT1
Acaa2	Q8BWT1
Txn2	P97493
Txn	P10639
Themis	Q8BGW0
Themis2	Q91YX0
Themis3	Q9CU24
Thnsl1	Q8BH55
Thnsl2	Q80W22
Thoc1	Q8R3N6
Thoc2	B1AZI6
Thoc3	Q8VE80
Alyref	O08583
Thoc5	Q8BKT7
Thoc6	Q5U4D9
Thoc7	Q7TMY4
Thop1	Q8C1A5
F2	P19221
Thrsp	Q62264
Thsd7a	Q69ZU6
Thsd7b	Q6P4U0
Thsd1	Q9JM61
Thsd4	Q3UTY6
Mpst	Q99J99
Thtpa	Q8JZL3
Tst	P52196
Thumpd1	Q99J36
Thumpd2	Q9CZB3
Thumpd3	P97770
Thy1	P01831
Tg	O08710
Thyn1	Q91YJ3
Timm17a	Q9Z0V8
Timm17b	Q9Z0V7
Timm8a2	Q4FZG7
Tia1	P52912
Tiam1	Q60610
Tiam2	Q6ZPF3
Tial1	P70318
Spock1	Q62288
Spock2	Q9ER58
Spock3	Q8BKV0
Ticrr	Q8BQ33
Timmdc1	Q8BUY5
Tie1	Q06806
Tek	Q02858
Trim24	Q64127
Trim28	Q62318
Tifab	Q8JZM6
Tifa	Q793I8
Tigar	Q8BZA9
Tigd2	Q0VBL1
Tigd3	Q7TM95
Tigd4	Q8BUZ3
Tigd5	Q499M4
Tigit	P86176
Trabd2b	B1ATG9
Timm10	P62073
Timm13	P62075
Dnajc19	Q9CQV7
Pam16	Q9CQV1
Timm21	Q8CCM6
Timm22	Q9CQ85
Timm23	Q9WTQ8
Timm29	Q8BGX2
Timm44	O35857
Timm50	Q9D880
Timm8a1	Q9WVA2
Timm8b	P62077
Timm9	Q9WV98
Timd2	Q8R183
Timd4	Q6U7R4
Timp1	P12032
Timp2	P25785
Timp3	P39876
Timp4	Q9JHB3
Timeless	Q9R1X4
Tinagl1	Q99JR5
Tinf2	Q9QXG9
Pth2	Q91W27
Tipin	Q91WA1
Tiprl	Q8BH58
Itfg1	Q99KW9
Tirap	Q99JY1
Nudt16l1	Q8VHN8
Zfp36l1	P23950
Zfp36l2	P23949
Ttn	A2ASS6
Tjap1	Q9DCD5
Tkfc	Q8VC30
Tac1	P41539
Tac4	Q99N14
Tac3	P55099
Tektip1	A6H6Q4
Tktl1	Q99MX0
Tktl2	Q9D4D4
Tkt	P40142
Tlcd3a	Q5ND56
Tlcd3b	Q7TNV1
Tlcd1	Q99JT6
Tlcd2	Q8VC26
Tlcd4	Q8CGF5
Tlcd5	Q3TYE7
Tldc2	A2ACG1
Tle1	Q62440
Tle2	Q9WVB2
Tle3	Q08122
Tle4	Q62441
Tle5	P63002
Tle6	Q9WVB3
Tlk1	Q8C0V0
Tlk2	O55047
Tll1	Q62381
Tll2	Q9WVM6
Tln1	P26039
Tln2	Q71LX4
Tlr11	Q6R5P0
Tlr12	Q6QNU9
Tlr13	Q6R5N8
Tlr1	Q9EPQ1
Tlr2	Q9QUN7
Tlr3	Q99MB1
Tlr4	Q9QUK6
Tlr5	Q9JLF7
Tlr6	Q9EPW9
Tlr7	P58681
Tlr8	P58682
Tlr9	Q9EQU3
Tlnrd1	Q9ERE8
Tlx1	P43345
Tlx2	Q61663
Tlx3	O55144
Tmem100	Q9CQG9
Tmem101	Q91VP7
Tmem102	Q3UPR7
Tmem104	Q3TB48
Tmem107	Q9CPV0
Tmem108	Q8BHE4
Tmem109	Q3UBX0
Trmt10a	Q8C1Z8
Trmt10b	Q9D075
Trmt10c	Q3UFY8
Tmem114	Q9D563
Tmem115	Q9WUH1
Tmem117	Q8BH18
Tmem119	Q8R138
Tmprss11a	Q3UQ41
Tmprss11b	Q14C59
Tmprss11c	Q1JRP2
Tmprss11d	Q8VHK8
Tmprss11e	Q5S248
Tmprss11f	Q8BHM9
Tmprss11g	Q8BZ10
Tmem121	Q80XA0
Tmem125	Q8CHQ6
Tmem127	Q8BGP5
Tmem128	Q9CZB9
Tmem129	Q8K304
Tmem130	Q6NXM3
Tmem131	O70472
Tmem134	Q8R0J4
Tmem135	Q9CYV5
Tmem138	Q9D6G5
Tmem140	Q8BGY5
Tmem141	A2AJB2
Tmem143	Q8VD26
Tmem144	Q8VEH0
Tmem145	Q8C4U2
Tmem147	Q9CQG6
Tmem14a	P56983
Tmem14c	Q9CQN6
Tmem154	Q8C4Q9
Tmem158	Q6F5E0
Tmem160	Q9D938
Tmem163	Q8C996
Tmem164	Q6PHN7
Tmem165	P52875
Tmem168	Q91VX9
Tmem169	Q8BG50
Tmem171	Q4KL18
Tmem174	Q9DCX7
Tmem175	Q9CXY1
Tmem177	Q8BPE4
Tmem182	B2RVY9
Tmem183	Q9JJB9
Tmem186	Q9CR76
Tmem190	Q9D2E9
Tmem192	Q9CXT7
Tmem198	Q8BG75
Tmem199	Q5SYH2
Tom1l1	Q923U0
Tom1l2	Q5SRX1
Tmem201	A2A8U2
Tmem202	Q80W35
Tmem203	Q8R235
Tmem204	Q7TQI0
Tmem205	Q91XE8
Tmem207	P86045
Tmem208	Q9CR96
Tmem209	Q8BRG8
Tmem210	Q9D2F0
Tmem212	Q8C6V3
Tmem213	Q08EA8
Tmem214	Q8BM55
Tmem215	A7E1Z1
Tmem216	Q9CQC4
Tmem218	Q9CQ44
Tmem219	Q9D123
Tmem220	Q8BP07
Tmem221	Q8K071
Tmem222	Q8BVA2
Tmem223	Q9CQE2
Tmem225	Q9D9S2
Tmem230	Q8CIB6
Tmem231	Q3U284
Tmem232	Q5K6N0
Tmem233	D3Z1U7
Tmem234	Q8R1E7
Tmem235	B1AQL3
Tmem236	A2ARJ3
Tmem237	Q3V0J1
Tmem238	A9JSM3
Tmem239	Q9DA47
Tmem240	B2RWJ3
Tmem241	Q3UME2
Tmem242	Q8VCR3
Tmem245	B1AZA5
Tmem247	Q497K7
Tmem248	Q3TBN1
Tmem249	A0A2R8VHF7
Tmem252	Q8C353
Tmem253	Q3UNB8
Tmem254	P0DN89
Tmem256	Q5F285
Tmem258	P61166
Tmem260	Q8BMD6
Tmem262	D3Z338
Tmem263	Q9DAM7
Tmem266	Q8BZB3
Tmem267	Q8VDR5
Tmem268	Q8R239
Tmem269	Q9D4Y8
Tmem270	Q6UJB9
Tmem275	A0A0U1RQ45
Tmem276	P0DW86
Tm2d1	Q99MB3
Tm2d2	Q8R0I4
Tm2d3	Q8BJ83
Tmem35b	Q3U0Y2
Tmem38a	Q3TMP8
Tmem38b	Q9DAV9
Tmem39a	Q9CYC3
Tmem39b	Q810L4
Tomm40l	Q9CZR3
Tmem41a	Q9D8U2
Tmem41b	Q8K1A5
Tmem45a	Q60774
Tmem45b	Q8VCZ2
Tmem50a	Q9CXL1
Tmem50b	Q9D1X9
Tmem52b	Q0VBF2
Tmem59l	Q7TNI2
Tm6sf1	P58749
Tm6sf2	Q8R1J1
Tm7sf3	Q9CRG1
Tmem86a	Q9D8N3
Tmem86b	Q497J1
Tmem87a	Q8BXN9
Tmem87b	Q8BKU8
Tmem88b	Q3TYP4
Tm9sf1	Q9DBU0
Tm9sf2	P58021
Tm9sf3	Q9ET30
Tm9sf4	Q8BH24
Tma16	Q9CR02
Tma7	Q8K003
Tmc1	Q8R4P5
Tmc2	Q8R4P4
Tmc3	Q7TQ69
Tmc4	Q7TQ65
Tmco5a	Q9D9D5
Tmco5b	Q80X59
Tmc5	Q32NZ6
Tmc6	Q7TN60
Tmc7	Q8C428
Tmc8	Q7TN58
Tmcc1	Q69ZZ6
Tmcc2	Q80W04
Tmcc3	Q8R310
Tmco1	Q921L3
Tmco2	P0C1V4
Tmco3	Q8BH01
Tmco4	Q91WU4
Tmco6	Q8BQX5
Tmed11	Q9D2R4
Tmed1	Q3V009
Tmed2	Q9R0Q3
Tmed3	Q78IS1
Tmed4	Q8R1V4
Tmed5	Q9CXE7
Tmed6	Q9CQG0
Tmed8	Q3UHI4
Tmed9	Q99KF1
Tmed10	Q9D1D4
Tmem9	Q9CR23
Tmf1	B9EKI3
Prrg2	Q8R182
Prrg3	Q6PAQ9
Prrg4	Q8BGN6
Tmie	Q8K467
Tmigd1	Q9D7L8
Tmigd3	G3X8R9
Tmlhe	Q91ZE0
Tmem11	Q8BK08
Tmem17	Q8K0U3
Tmem18	Q3TUD9
Tmem19	Q91W52
Tmem25	Q9DCF1
Tmem26	Q3UP23
Tmem33	Q9CR67
Tmem40	Q4FJU9
Tmem42	Q9CR22
Tmem43	Q9DBS1
Tmem47	Q9JJG6
Tmem51	Q99LG1
Tmem52	Q9D702
Tmem53	Q9D0Z3
Tmem54	Q9D7S1
Tmem59	Q9QY73
Tmem60	Q8K174
Tmem62	Q8BXJ9
Tmem64	Q3U145
Tmem65	Q4VAE3
Tmem68	Q9D850
Tmem69	Q3KQJ0
Tmem70	Q921N7
Tmem71	Q149F5
Tmem72	Q8C3K5
Tmem74	Q8BQU7
Tmem79	Q9D709
Tmem80	Q9D3H0
Tmem81	Q9D5K1
Tmem82	Q8R115
Tmem88	Q9D0N8
Tmem89	Q9DA04
Tmem8b	B1AWJ5
Tmem91	Q8C581
Tmem92	B7ZWI3
Tmem94	Q7TSH8
Tmem95	P0DJF3
Tmem98	Q91X86
Tmem9b	Q9JJR8
Tmod1	P49813
Tmod2	Q9JKK7
Tmod3	Q9JHJ0
Tmod4	Q9JLH8
Tmprss2	Q9JIQ8
Tmprss3	Q8K1T0
Tmprss4	Q8VCA5
Tmprss5	Q9ER04
Tmprss6	Q9DBI0
Tmprss7	Q8BIK6
Tmprss9	P69525
Tmprss12	Q3V0Q7
Tmprss13	Q5U405
Tmt1b	Q9DD20
Tmtc1	Q3UV71
Tmtc2	Q56A06
Tmtc3	Q8BRH0
Tmtc4	Q8BG19
Tmub1	Q9JMG3
Tmub2	Q3V209
Tmx1	Q8VBT0
Tmx2	Q9D710
Tmx3	Q8BXZ1
Tmx4	Q8C0L0
Tnfsf13b	Q9WU72
Tnfaip2	Q61333
Tnfaip3	Q60769
Tnrc18	Q80WC3
Tnfsf10	P50592
Tnfsf11	O35235
Tnfsf12	O54907
Tnfsf13	Q9D777
Tnfsf14	Q9QYH9
Tnfsf15	Q5UBV8
Tnfsf18	Q7TS55
Tnf	P06804
Lta	P09225
Ltb	P41155
Tnfsf4	P43488
Faslg	P41047
Tnfsf8	P32972
Tnfsf9	P41274
Tango2	P54797
Tango6	Q8C3S2
Tnni3k	Q5GIG6
Tnik	P83510
Tnip1	Q9WUU8
Tnip2	Q99JG7
Tnk1	Q99ML2
Tnks	Q6PFX9
Tnks2	Q3UES3
Tnmd	Q9EP64
Tnnc1	P19123
Tnnc2	P20801
Tnni1	Q9WUZ5
Tnni2	P13412
Tnni3	P48787
Tnnt1	O88346
Tnnt2	P50752
Tnnt3	Q9QZ47
Tnpo1	Q8BFY9
Tnpo2	Q99LG2
Tnpo3	Q6P2B1
Tnfrsf11a	O35305
Tnfrsf12a	Q9CR75
Tnfrsf14	Q80WM9
Ngfr	Q9Z0W1
Tnfrsf17	O88472
Tnfrsf18	O35714
Tnfrsf19	Q9JLL3
Tnfrsf1a	P25118
Tnfrsf1b	P25119
Tnfrsf21	Q9EPU5
Tnfrsf22	Q9ER62
Tnfrsf23	Q9ER63
Tnfrsf26	P83626
Eda2r	Q8BX35
Ltbr	P50284
Tnfrsf4	P47741
Cd40	P27512
Tnrc6a	Q3UHK8
Tnrc6b	Q8BKI2
Tnrc6c	Q3UHC0
Fas	P25446
Tnfrsf8	Q60846
Tnfrsf9	P20334
Tomm20l	Q9D4V6
Top6bl	J3QMY9
Tob1	Q61471
Tob2	Q9JM55
Toe1	Q9D2E2
Tor1aip1	Q921T2
Tollip	Q9QZ06
Tom1	O88746
Tomm20	Q9DCC8
Tomm22	Q9CPQ3
Tomm34	Q9CYG7
Tomm40	Q9QYA2
Tomm5	B1AXP6
Tomm6	Q9CQN3
Tomm70	Q9CZW5
Tomm7	Q9D173
Tomt	A1Y9I9
Tonsl	Q6NZL6
Top1mt	Q8R4U6
Top1	Q04750
Top2a	Q01320
Top2b	Q64511
Top3a	O70157
Top3b	Q9Z321
Topbp1	Q6ZQF0
Pbk	Q9JJ78
Topors	Q80Z37
Topaz1	E5FYH1
Tor1a	Q9ER39
Tor1b	Q9ER41
Tor2a	P0C7W3
Tor3a	Q9ER38
Tor4a	Q8BH02
Tox3	Q80W03
Tox4	Q8BU11
Tox	Q66JW3
Ptp4a1	Q63739
Ptp4a2	O70274
Ptp4a3	Q9D658
Trpc4ap	Q9JLV2
Tp53bp1	P70399
Tnfaip8l1	Q8K288
Tnfaip8l2	Q9D8Y7
Tnfaip8l3	Q3TBL6
Plat	P11214
Tpbgl	Q8C013
Tpbg	Q9Z0L0
Trappc10	Q3TLI0
Trappc11	B2RXC1
Trappc12	Q8K2L8
Trappc13	Q3TIR1
Trappc14	Q3UTZ3
Tpcn1	Q9EQJ0
Trappc2l	Q9JME7
Tpcn2	Q8BWC0
Trappc3l	Q4KL14
Trappc6a	Q78XR0
Trappc6b	Q9D289
Slc25a19	Q9DAM5
Tpd52	Q62393
Tpd52l1	O54818
Tpd52l2	Q9CYZ2
Tpgs1	Q99MS8
Tpgs2	Q66JT5
Tph1	P17532
Tph2	Q8CGV2
Tpi1	P17751
Tpk1	Q9R0M5
Tpm1	P58771
Tpm2	P58774
Tpm3	P21107
Tpm4	Q6IRU2
Tpmt	O55060
Mpl	Q08351
Thpo	P40226
Tpp1	O89023
Tpp2	Q64514
Trappc1	Q5NCF2
Trappc2	Q9CQP2
Trappc3	O55013
Trappc4	Q9ES56
Trappc5	Q9CQA1
Trappc9	Q3U0M1
Tppp2	Q0P5Y3
Tppp3	Q9CRB6
Tppp	Q7TQD2
Tpra1	Q99MU1
Tprg1	Q8CB49
Tprg1l	Q9DBS2
Tprkb	Q8QZZ7
Tprn	A2AI08
Tpr	F6ZDS4
Tapbpl	Q8VD31
Tapbp	Q9R233
Tpst1	O70281
Tpst2	O88856
Tpx2	A2APB8
Tas2r102	Q7M717
Tas2r103	Q9JKA3
Tas2r104	Q7M723
Tas2r105	Q9JKT4
Tas2r106	Q7M724
Tas2r107	Q7M725
Tas2r109	Q7M707
Tnfrsf10b	Q9QZM4
Tas2r110	Q7M712
Trmt112	Q9DCG9
Tas2r113	Q7M711
Tas2r114	Q7M722
Tas2r116	Q7M713
Tas2r117	Q7M715
Tas2r119	Q9JKT2
Tnfrsf11b	O08712
Tas2r120	Q7M721
Tas2r123	P59528
Tas2r124	Q7M718
Tas2r125	Q7M710
Tas2r129	Q7M709
Trim12a	Q99PQ1
Tas2r134	Q7TQB0
Tas2r135	Q7TQA9
Tas2r136	Q7TQA8
Tnfrsf13b	Q9ET35
Tnfrsf13c	Q9D8D0
Tas2r140	Q7TQA4
Tas2r143	Q7TQB9
Thrap3	Q569Z6
Relt	Q8BX43
Tram1l1	Q8QZR0
Trim30a	P15533
Trim34a	Q99PP6
Trim34b	K7N6K2
Trim43a	Q3TL54
Trim43b	P86448
Trim43c	P86449
Trpc5os	Q3UHV4
Tra2a	Q6PFR5
Tra2b	P62996
Trabd	Q99JY4
Trac	P01849
Trafd1	Q3UDK1
Tradd	Q3U0V2
Traf1	P39428
Traf2	P39429
Traf3	Q60803
Traf4	Q61382
Traf5	P70191
Traf6	P70196
Traf7	Q922B6
Traip	Q8VIG6
Trak1	Q6PD31
Tram1	Q91V04
Tram2	Q924Z5
Trap1	Q9CQN1
Trat1	Q3UU67
Thbd	P15306
Tarbp2	P97473
Trcg1	Q58Y74
Trdmt1	O55055
Trdn	E9Q9K5
Treh	Q9JLT2
Trerf1	Q8BXJ2
Trem1	Q9JKE2
Trem2	Q99NH8
Trem3	Q9JKE1
Trex1	Q91XB0
Trex2	Q9R1A9
Tf	Q921I1
Ltf	P08071
Meltf	Q9R0R1
Trhde	Q8K093
Trhr	P21761
Trh	Q62361
Trim10	Q9WUH5
Trim11	Q99PQ2
Trim13	Q9CYB0
Trim14	Q8BVW3
Trim16	Q99PP9
Trim17	Q7TPM3
Mid1	O70583
Trim23	Q8BGX0
Trim25	Q61510
Trim26	Q99PN3
Trim27	Q62158
Trim29	Q8R2Q0
Trim31	Q8R0K2
Trim32	Q8CH72
Trim33	Q99PP7
Trim35	Q8C006
Trim36	Q80WG7
Trim37	Q6PCX9
Trim38	Q5SZ99
Trim39	Q9ESN2
Trim40	Q3UWA4
Trim41	Q5NCC3
Trim42	Q9D2H5
Trim44	Q9QXA7
Trim45	Q6PFY8
Trim46	Q7TNM2
Trim47	Q8C0E3
Trim50	Q810I2
Trim54	Q9ERP3
Trim56	Q80VI1
Trim58	Q5NCC9
Trim59	Q922Y2
Trim60	Q8VI40
Trim62	Q80V85
Trim63	Q38HM4
Trim65	Q8BFW4
Trim66	Q924W6
Trim67	Q505D9
Trim68	Q8K243
Trim69	Q80X56
Trim72	Q1XH17
Trim75	Q3UWZ0
Triap1	Q9D8Z2
Trib1	Q8K4K4
Trib2	Q8K4K3
Trib3	Q8K4K2
Tril	Q9DBY4
Mid2	Q9QUS6
Trim2	Q9ESN6
Trim3	Q9R1R2
Trim6	Q8BGE7
Trim7	Q923T7
Trim8	Q99PJ2
Trim9	Q8C7M3
Triml1	Q8BVP1
Trio	Q0KL02
Trip4	Q9QXN3
Trip6	Q9Z1Y4
Trip12	G5E870
Triqk	B2B9E1
Trir	Q9D735
Trmt11	Q9CWH5
Trmt13	Q8BYH3
Trmt1l	A2RSY6
Trmt1	Q3TX08
Trmt2a	Q8BNV1
Trmt2b	Q8BQJ6
Trmt44	Q9D2Q2
Trmt5	Q9D0C4
Trmt61a	Q80XC2
Trmt6	Q8CE96
Ftsj1	Q8CBC7
Trmt9b	Q80WQ4
Mettl1	Q9Z120
Treml1	Q8K558
Treml2	Q2LA85
Treml4	Q3LRV9
Trmo	Q562D6
Trank1	Q8BV79
Trnp1	Q80ZI1
Trnt1	Q8K1J6
Troap	B7ZNG4
Trpa1	Q8BLA8
Trpc1	Q61056
Trpc2	Q9R244
Trpc3	Q9QZC1
Trpc4	Q9QUQ5
Trpc5	Q9QX29
Trpc6	Q61143
Trpc7	Q9WVC5
Trpm1	Q2TV84
Trpm2	Q91YD4
Trpm4	Q7TN37
Trpm5	Q9JJH7
Trpm6	Q8CIR4
Trpm7	Q923J1
Trpm8	Q8R4D5
Trps1	Q925H1
Trpt1	Q8K3A2
Trpv1	Q704Y3
Trpv2	Q9WTR1
Trpv3	Q8K424
Trpv4	Q9EPK8
Trpv5	P69744
Trpv6	Q91WD2
Trrap	Q80YV3
Trub1	Q8C0D0
Trub2	Q91WG3
Txnrd1	Q9JMH6
Txnrd2	Q9JLT4
Txnrd3	Q99MD6
Prss2	P07146
Try4	Q9R0T7
Try5	Q9QUK9
Tpsab1	Q02844
Tpsb2	P21845
Tpsg1	Q9QUL7
