GeneID	Bulk RNA-seq IU_Finnerty_Estrus_n1	Bulk RNA-seq IU_Finnerty_Estrus_n2	Bulk RNA-seq IU_Finnerty_Estrus_n3	Bulk RNA-seq IA_Finnerty_Estrus_n1	Bulk RNA-seq IA_Finnerty_Estrus_n2	Bulk RNA-seq IA_Finnerty_Estrus_n3
Gm9920	2	11	12	8	12	12
Deptor	355	757	997	307	519	531
Col14a1	427	1219	1814	616	269	414
1700040F17Rik	0	0	0	0	0	0
Mrpl13	1107	1023	1386	1028	1122	1296
Mtbp	281	322	496	313	376	328
Sntb1	2102	1990	2953	1216	1202	842
Has2	55	8	11	6	6	0
Has2os	2	0	1	1	0	0
Slc22a22	0	0	0	0	2	0
Zhx2	816	1114	1877	1272	1409	2328
9330154K18Rik	2	2	5	41	46	41
Derl1	1595	1953	2420	1924	2065	1945
NA	1	0	7	2	3	2
Tbc1d31	199	220	262	500	579	808
Fam83a	53	49	70	78	22	49
9130401M01Rik	759	657	1077	705	695	684
Zhx1	2832	3343	5178	2203	2647	3494
Atad2	422	528	626	314	485	423
Ntaq1	586	645	926	2495	2440	4006
Fbxo32	7118	13860	13519	5819	8031	7602
Klhl38	176	338	229	274	518	946
Anxa13	2	0	4	21	23	35
Fam91a1	4948	5461	8042	5761	6250	5955
Fer1l6	30	148	225	63	41	130
Tmem65	1586	2030	3414	2901	3783	4411
Ube2d4	1	2	7	0	2	3
Trmt12	270	315	451	334	367	444
Rnf139	1699	1767	2627	1749	2157	2276
Tatdn1	327	324	500	273	391	348
NA	25	13	22	26	19	30
Ndufb9	3837	3159	5250	3463	3825	3477
Mtss1	1950	2274	3058	1433	1477	2445
Zfp572	0	0	0	12	6	12
Sqle	2012	992	1953	3744	4752	4490
Washc5	1916	2192	3342	2466	2789	3479
Nsmce2	632	732	898	672	765	972
Trib1	1622	1141	2525	655	1179	872
Gm19510	2	4	0	0	0	0
4933412E24Rik	0	0	0	0	0	0
Lratd2	3447	3496	4292	6349	7009	9532
9930014A18Rik	157	264	507	284	241	435
A1bg	0	0	0	0	2	0
D030024E09Rik	0	0	0	0	0	0
Myc	1048	1163	2703	928	1083	1142
Pvt1	97	91	208	59	66	82
Macroh2a3	4	2	19	4	7	0
Gm20740	0	0	0	0	0	0
4930449C09Rik	0	0	0	0	0	0
Gsdmc	12	8	46	8	0	1
1700065I16Rik	0	0	0	0	0	0
Gsdmc2	62	24	30	0	0	1
Gsdmcl1	0	0	0	0	0	0
Gsdmc3	14	0	8	4	4	2
Gsdmcl2	0	0	0	0	0	0
Gsdmc4	17	16	14	6	7	2
Gsdmcl-ps	0	0	2	0	1	0
Cyrib	1441	1265	1919	842	1032	902
NA	0	0	0	0	0	2
Asap1	1294	1634	2039	979	1498	1346
9130004J05Rik	1	0	10	0	4	2
Adcy8	32	50	356	16	24	28
Efr3a	3629	3976	6339	4184	5016	5143
Oc90	12	2	6	9	0	3
Hhla1	6	2	25	14	6	6
Kcnq3	20	43	25	34	42	9
Dnaaf11	219	201	447	1767	2010	3693
Tmem71	63	109	124	436	523	903
Phf20l1	2288	2189	4042	2169	3033	2621
Tg	6	14	17	30	14	8
Sla	201	320	366	80	85	73
Ccn4	415	687	1378	323	187	90
Ndrg1	1934	5182	5029	1657	847	2743
NA	2	0	8	0	0	0
St3gal1	3942	4707	6408	1855	1162	1098
1700012I11Rik	0	0	0	0	0	0
Zfat	439	432	545	374	363	395
Mir30b	1	1	2	0	0	0
Mir30d	2	2	3	0	0	1
Khdrbs3	3226	2521	4415	4980	6567	6464
4930573C08Rik	0	0	0	0	0	0
Gm19782	0	0	0	0	0	0
Fam135b	0	0	4	2	2	4
Col22a1	4	4	14	3	2	2
NA	0	0	0	0	0	0
Kcnk9	0	0	0	0	0	0
Trappc9	1812	1711	2773	2258	2263	1937
Peg13	2211	3603	5814	2326	2459	5741
Gm3150	6	0	8	5	9	9
Chrac1	820	838	1437	894	1023	1180
Ago2	2673	2919	4964	2183	3529	1894
NA	0	2	1	0	1	0
Ptk2	2574	1909	3255	1604	2068	1513
Mir151	0	0	0	0	1	0
Gm10362	82	96	56	32	52	70
Dennd3	644	998	1375	502	562	633
Slc45a4	1336	2190	2770	3853	3531	5510
1700010B13Rik	2	2	6	2	0	2
Gpr20	44	36	62	6	8	0
Ptp4a3	979	1769	1884	590	707	378
Mroh5	2	2	5	0	0	0
Ndufb4c	6	11	6	0	6	4
NA	0	0	0	0	0	2
Adgrb1	82	33	70	14	44	19
Mroh4	0	0	0	4	0	0
Arc	291	244	390	323	631	157
Jrk	192	370	520	434	528	572
4933427E11Rik	6	4	8	7	24	34
Psca	0	0	5	8	2	11
Them6	140	261	324	453	347	473
Slurp1	3	2	2	12	3	0
Lypd2	0	0	4	24	16	67
Slurp2	0	2	2	4	1	2
Lynx1	1578	2303	2926	2437	1915	2516
Ly6d	81	39	29	69	46	72
Ly6g6g	22	88	57	110	68	201
Ly6k	29	52	92	131	128	210
Gml	0	1	0	0	0	0
Gml2	0	0	0	0	0	0
Cyp11b1	2	5	1	0	0	0
Cyp11b2	0	0	0	0	0	0
Ly6m	0	14	26	30	10	8
Ly6e	10943	21071	24977	11536	8323	13919
Ly6i	0	6	0	4	5	0
Ly6a	921	2225	1891	268	269	215
Ly6c1	478	1008	1469	448	343	400
Ly6c2	87	82	74	17	16	11
Ly6a2	4	7	4	0	0	2
Ly6g	23	36	22	2	1	0
Ly6g2	44	28	20	0	0	0
Ly6f	260	893	865	41	27	6
Gm3142	0	0	0	0	0	0
9030619P08Rik	0	0	0	0	0	0
Ly6h	1475	613	680	463	562	263
Gpihbp1	59	206	143	63	171	36
Zfp41	735	789	1322	535	486	417
Gm19937	177	277	445	29	33	22
2810039B14Rik	138	157	205	97	104	131
Top1mt	604	518	1005	188	327	184
Rhpn1	214	235	384	1055	945	1261
Mafa	4	6	9	8	1	2
Zc3h3	436	554	828	486	557	645
NA	0	0	0	0	0	0
Gsdmd	360	550	734	271	191	261
Mroh6	7	17	33	19	5	30
Naprt	479	590	728	500	362	521
Eef1d	5742	7165	10434	4664	5438	6997
Tigd5	150	122	226	73	110	167
Pycrl	1182	1019	1433	1156	1432	1290
Gfus	1153	1151	1598	956	1192	1117
Zfp623	500	489	697	366	518	547
Zfp707	412	475	638	366	318	540
Ccdc166	287	408	586	327	420	585
Mapk15	1722	1640	3230	11061	11476	16948
Fam83h	1383	1590	2360	1852	2177	2496
Iqank1	175	222	352	518	574	799
Scrib	5168	5754	7965	4566	5388	5208
Puf60	5594	5432	8214	6370	7271	7211
Nrbp2	15048	11264	18182	7292	9923	7278
Eppk1	2678	1491	2850	2209	4585	1850
BC024139	15	32	63	99	84	92
NA	0	0	2	15	14	22
Plec	26428	25616	41848	29994	39341	29389
Mir1942	0	0	0	0	0	2
Parp10	1171	1473	1588	816	843	979
Grina	3055	5876	7091	3655	3276	5603
Mirt2	2	0	0	0	0	0
Spatc1	3	10	5	3	4	5
Mir3079	0	0	1	1	0	4
Smpd5	29	65	60	38	41	56
Oplah	1042	1492	1762	1267	1296	2653
Exosc4	895	997	1506	848	968	1074
Gpaa1	1643	1224	2000	1586	1790	1490
Cyc1	4723	3508	5459	3959	4574	2792
Sharpin	1792	1637	2361	1517	1721	1898
Maf1	2055	3206	4008	2583	2687	4665
Hgh1	402	319	579	279	408	437
Tssk5	0	0	0	0	0	0
Mroh1	2423	3409	4057	3781	3888	4551
Bop1	1972	1213	2094	1416	1867	1291
Scx	317	418	977	406	248	831
Hsf1	1656	1745	2996	1820	2060	2666
Dgat1	601	809	1014	610	741	975
Scrt1	0	4	0	3	0	0
Tmem249	3	2	2	2	3	0
Fbxl6	1296	1550	2090	969	1200	1395
Slc52a2	1447	1285	2199	813	903	875
Adck5	855	1169	1420	1143	1309	1783
Cpsf1	2855	2623	4626	3007	3386	3689
Slc39a4	3638	6963	15889	5328	5711	9470
Vps28	3644	3615	5990	3742	3544	5390
Tonsl	514	694	1101	376	285	520
Zftraf1	2728	3441	4963	2301	2481	3446
Kifc2	373	718	1179	268	247	415
NA	0	0	0	0	0	0
Foxh1	0	5	0	0	4	0
Ppp1r16a	1465	1636	2646	4908	4753	7354
Gpt	114	160	309	126	129	215
Mfsd3	164	139	271	127	173	178
Recql4	136	69	120	81	119	60
Lrrc14	749	957	1356	757	844	900
Lrrc24	45	59	69	68	68	81
C030006K11Rik	503	487	867	264	393	374
Arhgap39	3820	2723	4643	5618	7237	8006
Zfp251	1035	1591	2256	1424	1376	2208
Zfp7	1446	1381	2306	4668	4331	6442
Commd5	643	716	948	814	803	1146
Rpl8	23883	24293	34899	20375	22800	23733
Zfp647	106	231	225	77	66	121
1110038F14Rik	987	1146	1806	983	998	1389
Mb	100	92	176	67	93	70
Apol6	127	28	30	18	72	13
Rbfox2	5880	7537	10818	3111	4345	2560
NA	0	1	0	0	0	0
Apol7a	239	248	349	20	32	16
Apol9a	120	325	287	25	28	4
Apol7b	14	18	20	4	2	0
Apol10a	30	111	112	4	0	0
Apol11a	2	6	2	1	0	0
Apol7c	0	20	10	0	2	2
1700025B11Rik	0	8	2	0	0	0
Apol10b	149	207	286	74	39	18
Gm8221	4	0	4	2	2	0
Apol11b	8	14	8	2	0	0
Apol7e	13	48	117	6	0	2
Apol9b	152	297	278	33	16	20
Apol8	4	9	8	6	2	2
Myh9	21473	26846	38690	17947	20634	24653
Txn2	3837	3243	5109	3050	3754	2931
Foxred2	214	479	1216	186	118	225
Eif3d	2336	2653	3201	2177	2635	2747
Gm17638	22	24	31	11	34	13
Cacng2	0	0	0	0	0	0
NA	7	5	0	2	8	6
Ift27	521	558	901	1491	1820	2170
Pvalb	3	0	0	2	0	0
Ncf4	94	82	129	36	22	13
Csf2rb2	317	541	529	149	158	124
Csf2rb	352	532	616	112	184	116
NA	0	0	0	0	0	0
Tex33	0	0	2	0	0	2
Tst	1413	1131	1872	2229	2085	2674
Mpst	1712	2717	3532	2194	2123	4240
Kctd17	1505	1769	2570	1747	2074	1180
Tmprss6	11	49	56	79	69	218
Il2rb	63	77	96	19	16	37
C1qtnf6	958	610	961	585	776	439
Sstr3	9	6	4	49	66	45
Rac2	389	541	582	151	157	145
Cyth4	6070	5265	5473	3197	4217	2267
Elfn2	6	29	87	55	35	184
Mfng	204	223	309	59	116	49
Card10	2640	2607	3825	4251	6022	5172
Cdc42ep1	1590	1942	2566	1359	1908	1920
Lgals2	66	82	99	31	57	41
Gga1	3153	3550	4939	3455	3791	4412
Gm20044	4	4	6	0	2	2
Gm10866	23	33	84	23	19	17
Sh3bp1	388	574	818	282	297	321
Pdxp	251	215	306	88	153	65
Lgals1	14716	13777	14564	4448	6464	1761
Nol12	746	710	1073	580	901	734
Triobp	6488	3732	5777	2484	6365	2857
Gm10865	15	15	12	10	17	3
Gm17753	26	40	44	10	20	8
H1f0	6822	10170	15186	6128	6731	8552
Gcat	378	384	619	494	485	558
Galr3	84	55	56	5	5	18
Ankrd54	1040	1032	1476	1768	1685	2238
Eif3l	5909	6441	8812	4710	5982	5963
Micall1	3584	4515	10088	2036	2306	1783
1700088E04Rik	184	172	283	865	964	1270
Polr2f	1272	1224	2052	1216	1109	1548
Sox10	24	40	45	0	5	7
Gm10863	49	73	110	5	4	2
Gm10864	0	6	2	0	0	0
Pick1	1669	1589	2292	1369	1572	1724
Slc16a8	84	133	222	48	43	47
Baiap2l2	13	167	145	8	14	14
Pla2g6	1169	1432	1794	2391	3047	2865
Maff	257	434	663	935	900	1731
Tmem184b	3133	3968	5487	3739	4068	4227
Mir1943	8	3	5	2	7	1
Csnk1e	2524	2845	4053	2305	3217	3539
NA	6	9	28	10	15	3
Kcnj4	0	4	8	12	4	16
Kdelr3	534	621	917	419	499	235
Ddx17	24459	26554	42344	19394	24039	23969
Dmc1	28	46	54	79	85	75
Fam227a	338	459	658	1443	1583	2082
Cby1	807	782	1100	1454	1507	1707
Tomm22	2377	2200	3314	2227	2453	2667
Josd1	1326	1744	2406	1489	1546	1906
Gtpbp1	1723	1894	3041	1591	1889	1745
Sun2	2471	6300	6430	1702	1724	2899
Gm16576	65	232	318	43	38	57
Dnal4	1250	1637	2469	2959	2987	4502
Npcd	0	0	0	0	0	0
Nptxr	64	103	156	139	38	61
Cbx6	12390	15104	23346	22527	19907	28954
Gm10856	0	1	0	1	2	1
D730005E14Rik	264	271	780	205	142	263
Apobec3	1944	2242	3597	1881	1976	2401
Cbx7	1358	3313	4425	2162	1889	5079
Pdgfb	542	684	1058	666	783	876
Rpl3	31345	34806	50383	22655	29916	35576
Snord83b	15	3	13	9	13	10
Snord43	2	0	1	2	1	0
Syngr1	561	932	977	2445	2852	3215
Tab1	1101	1424	1970	1506	1489	1904
Mgat3	1006	1822	2816	2282	1474	3430
Mief1	1113	1167	1727	969	1348	1159
Atf4	2849	2649	4010	1616	2343	1968
NA	0	0	0	0	0	0
Rps19bp1	556	520	734	423	581	551
Cacna1i	0	0	0	4	0	0
Enthd1	2	2	0	0	0	0
Grap2	53	104	99	14	15	10
Fam83f	172	240	258	117	134	193
A430088P11Rik	32	17	33	16	22	24
Tnrc6b	5723	5543	9258	4516	7485	5126
Mir5113	0	0	0	0	0	0
Adsl	1722	1607	2628	2038	2541	2476
Sgsm3	1679	1524	2030	2660	3590	3135
Mrtfa	1503	2183	3080	1157	1043	1131
4930483J18Rik	0	0	0	2	0	4
Mchr1	26	161	271	140	151	165
8430426J06Rik	15	29	38	7	3	6
Slc25a17	2508	3062	4195	3321	3347	3974
St13	4767	5628	8583	6137	6338	8070
Xpnpep3	624	585	978	854	960	921
Dnajb7	16	9	15	38	33	30
Rbx1	2256	1875	3439	2172	2640	2700
NA	3	2	4	2	1	5
Ep300	6373	7012	10744	4897	6878	5656
L3mbtl2	594	697	1177	694	755	996
Chadl	37	110	186	106	75	119
Rangap1	3140	2394	3394	2802	3161	2485
Zc3h7b	8642	12189	19610	7698	8550	9155
Gm17597	6	7	19	8	3	11
Tef	5444	5042	8686	4040	8106	12423
Tob2	2943	3180	5260	2271	3095	3452
Phf5a	849	924	1269	646	735	849
Aco2	11932	9642	14634	13086	14473	13043
Polr3h	1285	1302	1983	1459	1865	1762
Csdc2	1825	3045	3160	1771	1715	694
Pmm1	1339	2870	3119	1149	778	1512
Ndufb11b	0	0	0	0	0	0
Desi1	1417	2092	2456	1236	1431	1391
Xrcc6	956	947	1476	761	977	926
Snu13	2188	2156	3531	1810	2107	2351
4930407I10Rik	2	2	0	0	4	0
Mei1	0	0	1	0	1	0
Ccdc134	641	542	750	686	787	961
Srebf2	7204	4713	7895	7493	9909	8862
Mir33	0	0	6	0	1	2
Shisa8	1813	2000	1971	4378	4597	2009
Tnfrsf13c	2	12	11	8	5	4
Cenpm	57	75	74	55	59	58
Smim45	0	8	12	0	0	0
Septin3	91	98	156	26	18	32
Wbp2nl	12	12	12	6	0	0
Naga	4622	5617	6221	5097	5329	7263
Pheta2	252	237	326	121	133	138
Smdt1	2709	2091	3169	2334	2605	2499
Ndufa6	1070	1276	1784	767	1010	1254
NA	42	46	42	17	21	24
Cyp2d22	1033	2003	2955	2162	1379	5110
Cyp2d11	0	1	3	0	0	1
Cyp2d10	14	21	18	20	23	24
Cyp2d9	19	20	13	6	5	2
Tdg-ps	13	7	6	11	23	20
Cyp2d12	16	20	20	17	20	31
Cyp2d34	0	0	1	0	2	0
Cyp2d13	0	2	0	2	0	0
Cyp2d37-ps	0	0	6	0	6	9
Cyp2d40	0	2	0	0	0	0
Cyp2d26	0	6	2	1	2	1
Tcf20	2941	3377	4921	3474	3591	3785
Tbrg3	8	3	10	11	33	26
Gm20324	44	39	63	56	58	38
Mir3080	0	0	0	1	1	0
AW121686	6	8	9	8	6	2
Nfam1	234	280	341	85	87	76
Serhl	953	927	1333	509	629	844
Rrp7a	2814	2505	3672	3281	3729	3947
Poldip3	4891	4936	7469	4479	5587	5850
Rnu12	1	1	1	0	0	0
Cyb5r3	44667	42950	58756	25573	30619	27091
NA	35	60	73	80	77	140
A4galt	7365	4599	5852	1265	5501	1525
Arfgap3	2765	3611	4031	3084	3477	4444
1700001L05Rik	845	716	1398	818	999	1167
Pacsin2	3878	3833	6420	6276	6937	9286
Ttll1	906	1085	1365	1061	1123	1479
Bik	342	459	414	127	85	196
Mcat	555	610	1014	755	734	1047
Tspo	1480	2037	2144	997	916	1528
Ttll12	1470	1521	2262	1785	1883	1941
Scube1	1805	857	1389	528	1333	148
Mpped1	0	2	0	0	0	0
Efcab6	450	276	585	2408	2617	4042
Sult4a1	70	81	146	32	37	31
Pnpla5	0	0	0	0	0	0
Pnpla3	18	16	55	130	100	85
Samm50	2350	2141	3362	2302	2835	2951
Parvb	571	695	862	293	267	268
Parvg	58	72	98	64	32	42
Shisal1	180	487	812	588	397	488
Rtl6	722	1168	1822	1780	1997	2637
Prr5	473	495	1100	323	279	317
Gm20556	0	11	13	0	0	3
Arhgap8	520	1040	1847	531	268	562
Phf21b	423	156	293	162	323	196
Nup50	2540	2377	3718	2632	3437	3484
5031439G07Rik	17067	12070	14447	4275	9667	3404
Mir1249	51	45	68	9	27	3
Upk3a	0	1	0	10	4	81
Fam118a	682	876	1732	910	914	1005
Smc1b	2	4	6	7	9	24
Gm10923	2	0	5	3	0	0
Ribc2	53	86	160	624	698	926
Gm19277	0	4	0	2	0	0
Fbln1	1376	5403	7728	2279	638	1542
NA	62	64	100	92	132	118
Atxn10	3320	3792	5140	4935	4735	5744
7530416G11Rik	0	0	0	0	1	0
Gm4825	0	0	0	0	0	0
Wnt7b	908	823	1330	3586	3472	4590
AU022754	100	121	264	631	686	953
Mirlet7c-2	5	22	42	5	3	11
Mirlet7b	14	40	40	12	0	17
Ppara	132	301	399	431	387	713
Cdpf1	526	671	942	1249	1215	2366
Pkdrej	64	63	132	50	54	85
Ttc38	1141	1435	2400	2217	1798	3815
Gtse1	110	74	79	100	103	103
Trmu	378	348	626	346	425	440
Celsr1	16252	16882	23009	27008	31329	26735
Gramd4	2256	3623	4672	3205	3027	4472
Cerk	1180	1909	2368	586	728	600
Tbc1d22a	1684	2629	2747	1303	1454	2010
Tafa5	423	429	821	259	205	374
B230214G05Rik	0	0	0	0	0	0
Zdhhc25	0	0	0	0	2	0
Brd1	3493	3838	6553	3641	4831	5543
Zbed4	234	190	369	213	287	252
Alg12	830	892	1029	882	1012	783
Creld2	3193	5252	4886	7895	5895	4044
Pim3	2061	1841	3771	842	1274	1354
Gm20621	5	16	21	31	29	38
Ttll8	100	86	136	301	514	467
Mlc1	458	1021	1641	1309	1198	777
Gm8702	0	0	1	0	0	0
Mov10l1	5	1	4	0	0	3
Panx2	31	155	216	120	83	478
1810021B22Rik	105	146	209	160	136	239
Trabd	3654	4021	4814	3130	3867	3099
Selenoo	734	699	1158	825	815	887
Tubgcp6	1095	1004	1789	910	1091	1073
Hdac10	632	678	1109	671	766	923
Mapk12	572	542	1187	620	562	1043
Mapk11	1022	1093	3119	527	464	558
Plxnb2	15923	22209	32644	32414	33994	44874
Dennd6b	521	614	1274	521	625	809
Ppp6r2	1347	1480	2193	1173	1347	1401
Sbf1	3750	4020	6704	4746	5818	5373
Adm2	13	30	6	2	12	10
Miox	0	0	2	0	0	0
Lmf2	1864	2094	3102	2040	2219	2447
Ncaph2	3056	3174	4765	2535	3098	3372
Sco2	0	0	0	0	0	0
Tymp	183	129	437	2511	2423	3961
Odf3b	816	683	1814	8652	8445	12709
Klhdc7b	0	0	5	4	10	10
Syce3	0	0	0	0	0	0
Gm44502	0	0	0	0	0	0
Cpt1b	0	1	9	0	9	6
Chkb	16	17	23	12	13	11
Mapk8ip2	13	12	36	15	20	18
Arsa	1244	1433	1749	892	907	1742
C230037L18Rik	55	69	121	111	93	157
Shank3	1101	1275	1955	1726	1701	1561
Acr	19	27	46	198	93	149
Rabl2	925	960	1646	4662	5049	7682
NA	128	169	259	122	108	170
Syt10	246	148	329	1122	1302	1195
Alg10b	1770	1737	2780	1729	2559	2166
Gm10839	0	0	0	0	0	0
Cpne8	1999	1557	1844	1695	2340	1965
Spn-ps	0	0	0	0	0	0
Kif21a	1280	1232	1949	4107	4882	7295
Gm7167	0	0	0	0	0	0
Abcd2	46	155	130	42	46	54
CN725425	0	0	0	0	0	0
Slc2a13	170	205	321	54	80	44
Lrrk2	392	478	736	213	316	232
Muc19	0	0	0	0	6	0
Smgc	0	0	0	0	0	0
Cntn1	609	193	440	129	370	135
Pdzrn4	295	107	100	54	205	5
4930588J15Rik	0	0	2	0	1	0
Gxylt1	2071	1759	2480	1551	2439	2042
Yaf2	1291	1279	1703	728	962	859
Zcrb1	1182	1068	1712	1014	1312	1276
Pphln1	1531	1444	2349	1550	1852	1926
Prickle1	1213	1618	2850	610	598	972
NA	0	0	2	0	0	0
9430014N10Rik	0	0	0	0	0	0
D630010B17Rik	0	0	0	0	0	2
Adamts20	9	2	22	5	7	6
Pus7l	337	188	364	153	207	126
Irak4	1161	950	1142	823	916	727
Twf1	5649	4644	7156	5520	6568	5454
Tmem117	46	48	69	106	104	126
LOC100043315	0	0	0	0	0	0
Nell2	104	21	39	14	33	30
Dbx2	56	63	55	61	56	71
A130051J06Rik	47	50	116	38	57	121
Ano6	8017	9900	15162	9114	8764	12384
NA	43	96	130	78	46	158
D030018L15Rik	2	4	4	5	2	2
Gm4371	11	1	5	0	2	0
2610037D02Rik	7	6	14	9	10	5
E330033B04Rik	173	161	357	133	223	197
Arid2	4264	4509	7677	3951	5166	5486
Scaf11	4854	5990	9316	5187	6396	7413
Slc38a1	7028	4164	8574	2580	5251	2734
Slc38a2	5878	6379	10122	2756	3884	2334
Slc38a4	49	145	245	153	56	67
Amigo2	1466	3290	5302	1902	1194	1482
Pced1b	1756	2439	3798	1866	1974	2381
Rpap3	818	1028	1720	1948	1968	2757
Endou	29	75	83	38	20	10
Rapgef3	472	1071	2094	391	256	451
NA	11	18	38	7	4	12
Slc48a1	4013	7456	10149	4869	4010	6645
Hdac7	3163	4568	6761	3092	2837	4528
Vdr	396	627	788	1426	891	1992
Tmem106c	1253	2414	3096	2212	2099	4389
Col2a1	2	6	13	0	0	2
Senp1	1264	1240	2054	1172	1531	1306
Pfkm	1418	2122	2868	961	1014	1251
Asb8	1031	1122	1760	740	934	1075
Ccdc184	263	818	785	76	49	31
Or10ad1c	5	3	11	3	1	0
Or10ad1	0	0	0	0	0	0
Or10ad1b	0	0	0	0	0	0
H1f7	0	0	0	0	0	0
Zfp641	203	247	310	168	221	286
Or8s16	0	0	0	0	0	0
Or8s5	0	0	0	0	0	0
Or8s2	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0
Or8s10	0	0	0	0	0	0
Or8s8	0	0	0	0	0	0
Lalba	0	0	1	1	4	0
Or11m3	0	0	0	1	0	0
Kansl2	1144	1037	1963	944	1219	1149
Snora34	19	5	17	14	11	12
NA	385	244	490	192	293	241
Snora2b	7	2	7	2	2	2
Ccnt1	801	763	1202	487	837	560
9330020H09Rik	71	143	188	83	90	67
Tex49	84	69	85	75	61	69
Adcy6	5980	8412	12347	7207	8049	10816
Cacnb3	2151	4470	4537	5852	5165	6697
Ddx23	2272	2422	3776	2103	2691	2889
Rnd1	115	144	129	144	362	263
Ccdc65	3095	1218	1772	3567	4284	6237
Fkbp11	1775	664	561	664	681	281
Arf3	11215	11345	16100	13690	14979	16378
Wnt10b	0	4	1	4	0	8
Wnt1	0	0	0	0	0	0
Ddn	0	4	8	4	1	4
NA	49	49	67	31	59	64
Prkag1	946	1046	1508	1130	1156	1583
Kmt2d	9833	8041	17392	7982	12569	7721
Rhebl1	81	145	137	57	78	144
Dhh	46	40	53	30	56	22
Lmbr1l	554	815	1011	433	575	678
NA	12	8	30	8	22	17
NA	0	0	0	0	0	0
Tuba1b	1820	1313	2906	3124	3066	3509
Tuba1a	827	619	1078	2790	3120	3267
4930578M01Rik	42	120	196	233	231	312
Tuba1c	528	304	608	580	699	551
NA	1	0	0	0	0	0
Prph	351	574	329	174	113	138
Troap	48	34	28	24	36	48
C1ql4	0	4	2	3	0	6
Dnajc22	56	73	114	28	48	58
Spats2	700	730	1068	702	826	884
Kcnh3	730	1043	1782	1842	1710	2692
Mcrs1	1662	2076	2867	2105	2282	2361
1700120C14Rik	36	48	45	3	20	4
Fam186b	24	45	54	13	16	23
Prpf40b	2220	2093	4460	3313	3711	3913
Fmnl3	2070	3116	4595	1279	1499	1683
Tmbim6	32369	40549	45235	33112	35509	44964
Nckap5l	659	638	1038	299	444	330
Bcdin3d	288	230	398	258	314	299
Faim2	545	256	314	81	234	126
Aqp2	69	62	91	62	22	93
Aqp5	4584	2400	1705	1640	4073	1434
Aqp6	14	34	83	22	24	37
Racgap1	285	149	136	155	223	272
Asic1	193	219	326	214	194	193
Smarcd1	1377	1694	2510	1540	1801	2189
Gpd1	4792	4279	5503	8046	8167	6358
Cox14	2066	1995	2874	2365	2508	2814
Cers5	2115	2282	3332	3340	3662	3856
Lima1	4266	5421	8372	2646	3315	2627
Uqcrh-ps1	30	42	44	36	35	35
Fam186a	4	2	1	5	3	18
Larp4	2874	2352	4145	1968	2998	2368
2310068J16Rik	31	22	34	8	6	17
Dip2b	1636	1856	2668	1329	1691	1591
Atf1	2493	2262	3752	1908	2286	2485
Tmprss12	16	1	2	16	61	7
NA	2	1	4	0	15	2
Mettl7a1	12419	7835	8584	11291	28973	30261
Mettl7a3	51	19	26	55	102	60
Mettl7a2	27	18	19	15	50	55
Methig1	6	2	1	0	5	0
Higd1c	1	0	0	0	2	0
Slc11a2	1384	1480	2071	1617	2246	1724
Gm5475	4	0	0	2	8	2
Letmd1	1213	1536	2356	952	969	1222
Csrnp2	365	384	503	347	359	384
Tfcp2	1264	1419	1975	1109	1429	1579
Pou6f1	2217	3486	4419	3377	3010	3925
C330013E15Rik	61	93	134	116	99	204
Dazap2	10077	14358	18315	11528	11472	15845
Smagp	435	878	963	602	458	1296
Cela1	57	67	64	9	16	9
Galnt6	242	603	387	105	110	130
I730030J21Rik	0	4	5	0	2	2
Slc4a8	2313	1832	3660	9031	10248	8799
Scn8a	26	33	65	31	25	29
Fignl2	405	704	953	216	190	192
Ankrd33	2	2	2	0	2	1
Acvrl1	2128	3161	3673	1179	1178	2035
Acvr1b	2707	2975	3485	4272	5490	6485
A330009N23Rik	13	57	52	26	19	28
AU021063	0	0	0	0	0	0
Tamalin	472	976	1018	231	258	160
Nr4a1	862	625	1177	527	1654	534
Atg101	640	818	1009	608	839	800
Smim41	21	6	43	0	0	2
Krt80	554	703	1019	1736	2472	1915
Mir1941	1	1	0	0	0	0
Krt7	7452	6358	4792	9112	16069	9108
Krt87	345	149	67	224	773	116
Krt88	4	3	8	1	8	6
Krt81	0	0	0	0	2	0
Krt86	1	2	2	0	3	2
Krt83	66	16	15	118	554	126
Gm6042	4	1	4	0	5	2
Krt84	19	9	8	2	10	6
Krt82	4	0	0	0	0	0
Krt90	26	35	105	156	193	176
Krt75	20	6	16	309	226	703
Gm5476	0	0	0	2	0	6
Gm5477	0	0	0	6	1	8
Gm5414	0	0	0	0	0	0
Gm5478	0	0	0	0	0	0
Krt6b	12	22	0	0	0	1
Krt6a	2	0	0	0	0	0
Krt5	10	20	20	38	28	31
Krt71	0	0	0	0	0	0
Krt74	0	0	0	2	3	2
Krt72	0	0	1	1	3	2
Krt73	0	0	0	0	0	0
Krt2	0	2	1	0	0	0
Krt1	20	41	60	70	46	122
Krt77	2	0	2	2	0	3
Krt76	2	4	2	0	0	6
Krt4	65	18	4	8	28	1
Krt79	10	6	8	6	46	9
Krt78	2	8	19	8	8	25
Krt8	23621	22320	30342	24675	22620	23891
Krt18	10837	18134	17936	15728	16401	24158
NA	0	1	1	1	0	1
Eif4b	16251	28639	32176	13015	16529	24837
Tns2	3020	6759	8941	3272	2813	5063
