GeneID	Bulk RNA-seq IU_0.5preg_n1	Bulk RNA-seq IU_0.5preg_n2	Bulk RNA-seq IU_0.5preg_n3	Bulk RNA-seq IA_0.5preg_n1	Bulk RNA-seq IA_0.5preg_n2	Bulk RNA-seq IA_0.5preg_n3
Mir193a	0	1	0	0	0	0
Mir365-2	1	0	0	0	0	0
Gm10387	5	4	6	3	3	3
Utp6	1095	1171	928	1472	1642	1638
Suz12	1598	1488	1201	1492	2016	1753
Crlf3	415	339	289	208	220	195
Atad5	171	177	116	166	285	242
Tefm	135	239	163	217	273	187
Adap2	137	164	149	23	45	41
Rnf135	533	677	460	369	426	421
Rhot1	1031	1051	973	1119	1203	1295
Rhbdl3	384	262	189	187	233	155
5730455P16Rik	567	667	526	760	1008	869
Zfp207	4067	4361	3553	3167	4145	3844
Psmd11	1420	1392	1139	1452	1645	1730
Cdk5r1	242	343	224	294	489	439
Myo1d	7065	6066	5322	7708	10953	9032
Tmem98	1464	1682	1443	769	1230	870
Spaca3	5	11	6	21	53	46
Asic2	953	1128	899	1313	2322	2465
1700071K01Rik	1	0	0	0	0	1
5530401A14Rik	0	2	0	40	62	35
Ccl2	212	85	49	64	12	20
Ccl7	152	75	38	37	3	12
Ccl11	141	114	87	49	48	54
Ccl12	99	105	49	24	12	8
Ccl8	491	303	229	59	41	14
Ccl1	1	0	0	0	1	0
Tmem132e	223	319	325	26	18	38
Gm11426	0	0	0	0	0	0
Cct6b	15	21	21	3	22	12
Zfp830	361	384	337	281	329	289
Gm11423	39	101	89	65	107	100
Lig3	1674	1740	1486	1635	2135	1857
Rffl	1022	1016	896	964	1289	1180
Rad51d	875	1035	751	584	1047	762
Fndc8	4	2	5	2	4	2
Nle1	203	250	171	165	177	195
Unc45b	296	304	271	45	95	64
Slfn5os	0	0	2	0	0	0
Slfn5	2255	1784	1190	289	508	363
Slfn9	422	248	121	117	526	289
Slfn8	592	514	341	121	104	94
NA	38	42	17	8	13	11
Slfn10-ps	197	222	100	37	40	33
Slfn2	1289	1018	794	170	195	121
NA	7	14	11	3	6	0
Slfn1	106	99	73	22	8	2
Slfn4	389	112	360	34	10	5
Slfn3	82	59	55	16	13	16
AI662270	156	99	91	51	29	38
Slfn14	0	3	0	0	2	0
AA465934	20	37	24	7	14	12
AI450353	45	28	35	14	21	27
Snord7	0	0	0	0	0	0
Pex12	359	321	294	328	406	391
Ap2b1	6812	6456	5622	8193	8947	8636
Rasl10b	35	43	29	112	144	100
Gas2l2	256	426	264	1770	2738	1896
1700020L24Rik	77	83	66	7	20	26
Mmp28	88	98	96	9	21	44
Taf15	1884	2006	1508	1635	2238	1939
Heatr9	2	2	3	2	1	1
Ccl5	89	46	23	73	12	2
Ccl9	397	241	297	125	77	83
E230016K23Rik	1509	1977	1755	416	598	645
Ccl6	634	627	559	188	175	158
Ccl3	33	18	41	21	6	22
Ccl4	49	31	23	15	4	14
Wfdc17	122	111	145	30	17	37
Wfdc18	4351	6708	4400	5061	7437	8370
Wfdc21	2	1	0	0	1	3
Heatr6	860	975	803	739	906	905
Hnf1b	1658	1625	1486	850	1270	1066
Ddx52	1319	1345	1093	797	1037	976
Synrg	3323	3245	2975	2673	3207	2926
Gm20255	22	30	17	10	12	5
Dusp14	767	1130	926	3267	4871	3825
Tada2a	613	769	575	782	1195	1078
Gm11437	0	0	1	1	2	0
Acaca	1182	1250	958	1590	1902	1698
Aatf	327	334	258	453	550	465
Lhx1	12	6	4	5	2	1
Lhx1os	1	1	2	3	1	0
1700109G15Rik	0	0	0	0	0	0
Mrm1	382	445	387	267	352	363
Dhrs11	514	636	745	876	679	917
4930502E09Rik	0	0	1	0	7	1
Ggnbp2	2469	2449	1921	1786	2235	2010
Gm10374	110	191	136	93	163	119
Pigw	81	63	58	100	127	120
Myo19	210	276	219	503	715	569
Znhit3	139	168	117	127	154	172
Car4	1	10	0	1	13	3
Usp32	1964	1904	1479	1622	2136	1835
Chct1	194	198	155	19	5	8
Appbp2	1439	1422	1190	1255	1377	1446
Appbp2os	64	73	83	24	38	31
Ppm1d	587	640	495	309	543	396
Bcas3	1008	1082	914	619	1059	785
NA	0	0	0	0	0	0
Bcas3os1	2	2	0	2	8	1
Mir5110	0	0	0	0	2	1
Bcas3os2	11	33	21	23	36	20
2610027K06Rik	254	316	250	114	250	149
Tbx2	5160	7107	5450	4143	6223	5228
Tbx4	40	41	57	9	13	13
Gm20759	0	1	0	0	0	0
Brip1	111	148	105	126	195	167
Ints2	618	725	601	856	851	903
Med13	2973	3171	2372	3158	3939	3505
Rnft1	1002	1114	895	635	846	755
Rps6kb1	1092	1082	870	952	1154	1092
Tubd1	122	134	90	145	167	141
Vmp1	3255	3731	3045	2046	2013	2345
Mir21a	0	0	0	0	0	0
Gm11478	520	500	600	247	357	363
Ptrh2	382	415	350	348	387	342
Cltc	15214	14747	12175	17702	18503	18273
Dhx40	2702	2765	2086	2561	3928	2957
A130040M12Rik	2959	1964	1830	435	492	526
Ypel2	1881	1808	1357	866	1544	1072
Gdpd1	789	736	627	707	827	778
Smg8	582	543	497	630	640	580
Prr11	55	49	73	64	112	71
Ska2	178	224	199	250	289	218
Mir301	3	1	1	1	0	1
Trim37	1208	1366	1099	3040	4312	3524
Ppm1e	638	898	558	576	1011	749
Rad51c	39	72	36	118	231	185
Tex14	26	38	32	16	23	18
Rnu1a1	0	0	0	0	1	0
Snord3b1	0	0	1	0	0	0
Snord3b3	0	0	0	0	0	0
Snord3b4	0	0	0	0	0	0
Snord3b2	0	0	0	0	0	0
NA	0	0	0	0	0	0
Septin4	86	143	85	41	83	61
Mtmr4	2372	1923	2004	2607	2222	2725
Hsf5	1	2	5	2	2	3
Rnf43	520	664	604	1236	1722	1313
1110028F11Rik	3	5	2	3	15	9
Supt4a	693	782	641	461	749	593
Mir142	0	0	1	0	0	0
Tspoap1	300	467	316	1389	2319	1639
Mpo	0	0	0	0	1	0
Lpo	122	43	47	10	16	22
Mks1	428	555	446	824	1436	1065
Epx	1	2	1	3	8	4
Or4d2b	0	0	0	0	0	0
Or4d2	0	0	0	0	0	0
Or4d1	0	0	0	5	4	4
Dynll2	3371	4840	3651	7669	10502	9206
Srsf1	5859	6327	5466	6234	6731	6738
Vezf1	2595	2999	2087	2498	3515	3022
2210416O15Rik	21	39	53	119	268	150
Cuedc1	1392	1803	1316	1758	2933	2281
Mrps23	705	832	714	860	942	962
Ccdc182	0	2	0	1	2	1
Msi2	4787	6852	5138	10254	14727	12570
Mir378b	12	14	6	18	39	23
C030037D09Rik	116	193	132	153	266	200
Akap1	2200	2426	1650	1192	1399	1241
Scpep1os	6	14	5	0	3	1
Scpep1	4128	4292	3498	726	1258	1022
Elobl	0	0	1	0	0	0
2210409E12Rik	0	0	0	0	0	0
NA	7	5	7	1	3	4
Coil	172	208	170	181	214	198
Trim25	6591	5007	4362	2624	3470	2913
Dgke	378	560	382	501	652	546
Dgkeos	1	0	1	1	1	1
Gm525	1	2	3	0	0	1
Nog	6	9	6	11	53	44
NA	92	191	94	846	1430	1040
Ankfn1	77	149	81	642	1109	790
Pctp	213	283	243	239	377	333
Tmem100	764	1034	784	208	276	274
Mmd	2241	2656	1729	392	722	624
Hlf	447	434	469	100	205	204
Stxbp4	515	700	438	1304	1806	1376
Cox11	281	358	290	275	341	331
Tom1l1	683	712	611	953	1308	1098
4930405D11Rik	0	0	0	1	1	7
Kif2b	0	0	0	0	0	0
Car10	2	0	0	0	0	0
Utp18	478	489	472	736	669	676
Mbtd1	912	937	809	568	1002	729
Nme2	2930	3333	2941	2908	2750	3318
Nme1	251	306	231	455	339	489
NA	1	0	0	0	0	0
Spag9	4237	5199	3650	6148	8224	6958
Tob1	1895	2096	1789	3392	3484	3448
Wfikkn2	180	163	119	57	76	60
Luc7l3	2898	3497	2665	1721	2920	2252
Ankrd40	1714	1904	1388	2192	2766	2407
Abcc3	1992	1994	1445	872	970	769
Cacna1g	574	551	374	525	694	668
Spata20	13	6	6	19	18	11
Epn3	1995	2493	1918	2387	2361	2461
Mycbpap	836	1458	1007	3479	5217	3895
Rsad1	2423	4263	2842	2285	4229	3376
Acsf2	7766	12077	9184	11702	16460	14902
Chad	876	1938	1466	1460	2480	2679
Lrrc59	8316	8494	7807	12158	6249	10801
Eme1	13	13	18	20	33	23
Mrpl27	592	746	577	615	850	800
Xylt2	801	939	832	927	1407	1149
Gm11541	2	0	0	1	5	6
Gm11545	590	437	439	35	25	35
Tmem92	0	0	0	0	0	0
Gm11546	0	0	0	0	0	0
AA623943	0	0	0	0	0	0
Gm11543	0	0	0	0	0	0
Gm11544	0	0	0	0	0	0
A430060F13Rik	0	1	0	0	1	1
Col1a1	37731	39612	35849	9359	25726	18950
Sgca	45	48	29	6	25	14
H1f9	1	1	0	0	5	2
Ppp1r9b	4558	5377	4242	4164	4508	4642
NA	5	8	6	1	0	1
Samd14	1109	1222	1035	249	480	387
Pdk2	1770	2254	1634	1790	3311	2627
Itga3	3693	4832	3379	7597	9104	7798
Dlx3	3	6	2	17	45	23
Dlx4	4	11	1	39	53	58
Dlx4os	15	8	6	32	43	31
Tac4	2	2	0	2	0	1
Kat7	1970	1971	1538	1873	2323	1987
Fam117a	681	629	638	1207	1726	1428
Slc35b1	1951	2489	2104	2948	2085	3184
Spop	5072	5263	4202	5173	6588	5490
Nxph3	158	221	186	252	256	187
Ngfr	187	33	30	36	45	29
NA	0	0	0	0	0	0
Phb	1136	1252	1038	1405	1484	1671
Gm9796	3	8	8	0	2	0
Zfp652os	1	1	1	1	0	9
B130006D01Rik	1	0	1	1	0	2
Zfp652	994	1082	827	1324	1678	1509
Phospho1	37	34	26	10	10	12
Abi3	183	171	147	38	73	61
Gngt2	122	104	117	17	30	24
4833417C18Rik	2	9	4	4	11	2
B4galnt2	97	94	64	243	390	239
Igf2bp1	3	8	9	2	8	8
Mir3063	0	0	0	0	0	0
Gip	2	0	2	0	8	2
Snf8	721	838	663	842	956	931
Ube2z	4408	4709	3921	5276	6548	5907
Atp5g1	1364	1895	1631	2160	2004	2539
Calcoco2	44	66	34	294	507	343
Ttll6	146	328	157	911	1820	1138
Hoxb13	0	1	0	1	7	2
Gm11538	0	0	0	0	0	0
Gm53	25	39	28	5	12	5
Mir196a-1	8	10	6	1	0	1
Hoxb9	52	71	46	9	22	12
Hoxb8	2005	2025	2216	328	521	636
Hoxb7	897	1118	1056	579	741	939
Hoxb6	2119	2233	2550	1019	1122	1098
Hoxb5	847	1163	974	344	358	409
Mir10a	13	17	6	2	13	15
Hoxb4	666	903	710	440	632	497
Hoxb3	954	1212	979	795	1632	1145
Hoxb2	876	988	837	797	892	808
Hoxb1	3	0	0	1	2	0
Gm11529	0	0	0	0	0	0
Skap1	37	61	31	7	9	13
2010300F17Rik	1	4	0	2	2	0
Snx11	623	874	677	858	938	994
Cbx1	960	1169	997	881	1159	1114
Gm11517	68	133	69	697	1006	829
Nfe2l1	8888	9818	7954	9611	9932	9853
Copz2	609	710	593	353	495	390
Mir152	0	0	0	0	0	0
Cdk5rap3	2200	2623	2277	2424	2761	2741
Gm11525	6	20	8	11	20	13
Prr15l	731	938	685	2219	2863	2659
Pnpo	1121	938	998	1368	1297	1128
D030028A08Rik	143	137	89	166	99	149
Sp2	681	674	477	594	823	643
Sp6	13	30	25	9	27	23
Scrn2	105	188	130	461	748	625
Lrrc46	106	227	121	1429	1987	1511
Mrpl10	1026	1229	1017	1294	1433	1493
Osbpl7	675	979	740	814	905	1020
Tbx21	30	10	4	1	6	1
Tbkbp1	324	323	242	63	131	81
Kpnb1	5176	4911	3955	7082	7130	7260
Gm11583	0	0	0	0	0	0
Npepps	5974	5083	4590	3816	5051	4435
Mrpl45	765	730	689	622	719	709
Gpr179	30	75	33	47	136	62
Socs7	1541	1668	1404	1487	1698	1498
Arhgap23	952	1066	883	401	668	447
4933428G20Rik	3	10	5	4	3	5
Srcin1	142	259	179	1520	1841	1328
2410003L11Rik	1	3	0	4	2	6
Epop	70	64	56	27	27	25
Mllt6	2979	3343	2699	2751	4575	3495
Cisd3	260	306	218	383	514	454
Pcgf2	1092	1254	995	851	1374	1016
Psmb3	1074	1211	900	1374	1487	1545
Pip4k2b	1586	1714	1363	1329	1461	1553
Cwc25	662	670	597	516	652	622
1700001P01Rik	9	7	11	18	62	35
Rpl23	8494	8698	7588	5072	6763	6955
Snora21	2	7	1	0	0	0
Lasp1	6579	6010	4954	6577	8587	7505
B230217C12Rik	38	50	22	26	30	26
Fbxo47	27	30	24	31	75	52
Plxdc1	553	1302	689	1223	2306	1797
Arl5c	147	103	92	61	61	44
Cacnb1	424	554	408	389	608	534
Rpl19	15416	16798	15668	8872	11958	11684
Stac2	55	48	24	17	38	12
Fbxl20	2460	2802	2149	1347	2936	2164
Med1	1482	1669	1334	1893	2647	2295
Cdk12	1487	1510	1265	1844	2032	1931
Mir5119	3	12	2	6	9	3
Neurod2	0	1	1	0	2	2
Ppp1r1b	1323	2154	1746	2871	6039	7155
1700003D09Rik	14	45	28	17	113	98
Stard3	1601	2073	1661	2450	3987	3582
Tcap	53	40	50	2	18	20
Pnmt	2	0	0	0	2	1
Pgap3	473	502	432	610	769	685
Erbb2	3272	3091	2891	2772	3843	3138
Mien1	1668	1763	1671	1252	1545	1672
Grb7	2347	2238	1928	1311	2067	1579
NA	1	3	1	0	1	0
Ikzf3	239	140	141	11	9	10
Zpbp2	16	27	17	10	17	8
Ormdl3	2057	2585	2295	1839	2335	2053
Lrrc3c	0	1	3	0	0	0
Gsdma3	0	0	0	0	0	0
Gsdma2	0	0	0	0	0	0
Gsdma	14	13	23	3	1	10
Gm12356	16	23	19	3	8	9
Psmd3	4974	5470	4437	4776	5424	5303
Csf3	1899	1914	1399	320	251	276
Med24	2321	2819	2130	2518	3513	2814
Thra	2118	2422	1858	1362	2665	1801
Nr1d1	1908	2499	2289	1125	2627	1426
Msl1	3526	3624	3011	3104	3921	3585
Gm12359	47	72	41	29	61	54
Casc3	1691	1819	1500	1616	2170	1924
Rapgefl1	556	474	390	261	433	254
Wipf2	1915	1737	1452	1414	1893	1682
Cdc6	46	45	31	47	145	132
Rara	1883	2197	1652	3091	4353	3576
Gjd3	3	7	12	1	11	2
Top2a	446	315	305	463	986	510
Igfbp4	6861	8568	6967	6804	8535	5436
Tns4	511	799	604	117	154	95
Ccr7	56	14	11	70	61	42
NA	0	0	0	0	0	0
Smarce1	1707	1911	1529	1569	1662	1578
Krt222	5	14	4	2	8	9
Krt24	0	2	1	0	0	0
Krt25	52	73	72	16	5	14
Krt26	0	1	0	0	0	0
Krt27	0	0	0	0	0	0
Krt28	0	0	0	0	0	0
Krt10	115	172	115	89	160	102
NA	0	0	0	0	0	0
Krt12	47	46	64	5	1	4
Krt20	137	65	79	48	38	44
Krt23	81	88	64	29	128	67
Krt39	0	0	0	0	0	0
Krt40	0	0	0	0	0	0
Krtap3-3	0	0	0	0	0	0
Krtap3-2	0	0	0	0	0	0
Krtap3-1	0	0	0	0	0	0
Krtap1-5	0	0	0	0	0	0
Krtap1-4	0	0	0	0	1	0
Krtap1-3	0	0	0	0	0	0
Krtap9-3	0	0	0	0	0	0
Gm11938	0	0	0	0	0	0
Gm11937	0	0	0	0	0	0
Krtap2-4	0	0	0	0	0	0
Gm11562	0	0	0	0	0	0
Krtap4-1	0	0	0	0	0	0
Krtap4-2	0	0	0	0	0	0
Krtap4-7	0	0	0	0	0	0
Gm11555	0	0	0	0	0	0
Gm11563	0	0	0	0	0	0
Krtap4-6	0	0	0	0	0	0
Gm11595	0	0	0	0	0	0
Krtap4-8	0	0	0	0	0	0
Krtap4-9	0	0	0	0	0	0
Gm11596	0	0	0	0	0	0
Gm11569	0	0	0	0	0	0
Gm11554	0	0	0	0	0	0
Krtap4-13	0	0	0	0	0	0
Gm11564	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0
Krtap4-16	0	0	0	0	0	0
Gm11568	0	0	0	0	0	0
Gm11559	0	0	0	0	0	0
Krtap9-1	0	0	0	0	0	0
Gm11567	0	0	0	0	0	0
Krtap31-1	0	0	0	0	0	0
Gm11565	0	0	0	0	2	0
Krtap31-2	0	0	0	0	0	0
Krtap9-5	0	0	0	0	0	0
Krtap16-1	0	0	0	0	0	0
Krtap17-1	0	2	0	0	0	0
Krt33a	0	0	0	0	0	0
Krt33b	0	0	0	0	0	0
Krt34	0	0	0	0	0	0
Krt31	0	0	0	0	0	0
Krt32	0	0	0	0	0	0
Krt35	0	0	7	0	0	0
Krt36	32	29	27	5	6	4
Krt13	115	69	53	142	5	143
Krt15	57	112	65	442	317	488
Krt19	20054	17658	17488	13957	14905	18583
Krt9	2	6	0	22	29	15
Krt14	16	66	21	78	6	60
Krt16	0	0	0	0	0	1
Krt17	129	110	74	16	14	19
Krt42	0	1	0	0	1	1
Eif1	9174	9607	8430	8075	9047	8746
Gast	0	0	0	0	0	0
Hap1	397	555	347	849	1010	731
Jup	8678	7782	6398	9244	11527	10450
P3h4	876	1042	853	549	596	535
Fkbp10	884	947	706	242	439	366
Nt5c3b	535	631	522	327	509	505
Klhl10	4	9	11	16	17	13
Klhl11	263	358	280	295	412	334
Acly	3920	3626	3132	5157	4670	5163
Odad4	258	396	293	1470	2857	2012
Cnp	3834	3859	3258	4028	4299	4204
Dnajc7	2294	2342	1979	2892	4190	3362
NA	29	38	39	59	143	101
Nkiras2	430	419	370	304	343	306
Zfp385c	12	13	16	5	6	6
Dhx58	1466	1385	957	391	348	312
Kat2a	867	1109	825	1199	1276	1320
Hspb9	6	6	3	1	3	1
Rab5c	4136	4410	3651	3976	4288	4223
Kcnh4	3	0	5	5	1	1
Hcrt	0	0	0	1	0	0
Ghdc	354	422	372	258	288	278
Stat5b	1868	1967	1622	1716	2231	2025
Stat5a	1125	980	871	1285	1159	1220
Stat3	10675	10392	7759	9249	9116	9097
Cavin1	13082	12633	10379	6650	7844	7386
Atp6v0a1	2844	2743	2245	1535	2443	1958
Naglu	1110	1337	1074	1406	2018	1658
Hsd17b1	14	15	13	4	5	3
Coasy	798	958	816	1345	1688	1479
Mlx	956	936	769	790	619	766
Psmc3ip	72	92	64	334	486	401
Retreg3	2830	2901	2525	1883	2763	2505
Tubg1	383	387	319	682	533	666
Tubg2	53	69	63	32	44	37
Plekhh3	965	1105	776	928	973	912
Ccr10	20	31	18	23	31	33
Cntnap1	536	626	488	302	554	409
Ezh1	2976	3013	2275	2559	4712	3135
Ramp2	440	447	336	131	274	213
Vps25	1592	1857	1406	1907	2250	2286
Wnk4	379	487	376	532	1033	856
Coa3	1255	1446	1317	1244	1277	1395
Cntd1	44	35	25	32	36	26
Becn1	2094	2426	2194	2069	2528	2528
Psme3	1926	1924	1701	2977	2901	2993
Aoc2	121	145	92	137	208	108
Aoc3	2457	2441	1667	655	1811	1264
G6pc	0	0	0	1	3	0
Aarsd1	477	608	455	838	880	869
Ptges3l	130	163	140	186	244	180
Rundc1	729	791	748	1184	1287	1272
NA	0	0	0	0	0	0
Rpl27	4299	4748	4771	3029	3306	3537
Ifi35	1173	1241	882	750	797	808
Vat1	4204	3511	3002	976	1012	990
NA	7	11	2	2	0	1
Rnd2	87	123	94	78	76	74
Brca1	109	88	72	138	312	168
Nbr1	6418	5833	5191	5629	6981	6306
Tmem106a	514	439	272	328	319	351
LOC666331	0	0	0	0	0	2
Rdm1	375	431	418	340	521	389
Rnu2-10	0	0	0	0	0	0
Arl4d	1492	1075	1044	457	627	546
Dhx8	1194	1128	984	1037	1212	1168
Etv4	21	28	7	16	16	24
Meox1	188	176	110	54	55	43
4930417O22Rik	0	0	0	0	0	1
Sost	0	1	3	4	7	5
Dusp3	1792	1952	1437	1022	994	939
Cfap97d1	0	0	0	2	0	0
Mpp3	98	149	125	145	273	175
Cd300lg	135	155	90	15	68	29
Mpp2	459	569	500	499	703	512
Ppy	0	0	0	0	0	0
Pyy	0	0	0	0	0	0
Nags	0	3	0	16	27	16
Tmem101	366	389	322	448	603	517
Lsm12	663	657	573	735	672	759
G6pc3	1373	1816	1662	2680	3016	3390
Hdac5	4015	4676	3800	790	2213	1104
Hrob	32	79	35	427	679	412
Asb16	9	19	5	3	7	0
Tmub2	1680	1879	1705	1129	1516	1360
Atxn7l3	2593	2513	2218	1862	2200	2143
Ubtf	4489	4879	4060	4086	4743	4634
Slc4a1	1	1	2	0	0	1
Rundc3a	52	72	46	76	100	83
Slc25a39	3450	3968	3612	3677	4261	4298
Grn	18844	15453	14457	4491	5845	5530
Fam171a2	3461	3989	3569	2112	2577	2780
Itga2b	589	700	567	351	510	459
Gpatch8	1419	1640	1250	1276	1850	1535
Gm11627	91	109	75	29	57	62
Fzd2	1472	1388	981	336	626	464
2810433D01Rik	20	64	43	4	13	6
Meioc	6	4	1	1	4	1
Ccdc43	432	463	429	471	527	508
Adam11	162	183	129	34	82	48
Gjc1	501	634	448	67	145	120
Higd1b	32	54	36	5	24	30
Eftud2	1650	2031	1445	2377	2680	2593
Ccdc103	115	156	112	591	855	701
Fam187a	3	3	2	16	11	13
Gfap	55	79	69	102	162	100
Kif18b	39	32	22	43	133	60
C1ql1	2	5	6	3	9	9
2410004I01Rik	6	6	3	2	3	0
Dcakd	725	852	638	728	1051	933
NA	45	57	46	30	59	60
Nmt1	1871	1815	1503	1797	1831	1769
Plcd3	576	746	634	588	876	706
Acbd4	968	1158	1042	425	837	537
Hexim1	1985	2490	2135	3638	4775	4016
Hexim2	53	89	65	63	100	90
Fmnl1	501	324	380	113	135	127
Efcab15	5	16	15	4	8	1
Spata32	1	0	0	0	0	0
Map3k14	543	570	437	380	370	375
NA	0	0	0	0	0	0
Arhgap27	1713	1942	1535	1082	1246	1346
Arhgap27os3	20	26	21	9	14	18
Plekhm1	1525	1533	1351	944	1157	1131
Lrrc37a	0	1	1	2	6	3
Gm884	0	0	0	0	0	0
Lyzl6	0	0	0	0	0	0
Rprml	1	3	0	3	2	0
Gosr2	3246	3444	2679	4426	4436	4505
C130046K22Rik	105	102	81	109	125	101
Wnt9b	2	8	7	0	0	0
Wnt3	0	1	0	26	25	22
Nsf	920	1032	788	1241	1272	1175
NA	2	2	4	1	0	2
Arf2	812	767	603	760	780	731
Crhr1	2	3	1	0	1	5
Sppl2c	0	0	0	0	1	0
Mapt	58	89	71	30	83	53
Gm10844	0	1	0	3	8	4
Kansl1	2219	2444	2038	1848	2608	2403
NA	0	0	0	0	0	1
Cdc27	1613	1755	1413	2159	2408	2395
Myl4	71	104	89	325	645	574
Lin52-ps	14	15	4	19	17	28
Itgb3	979	1038	777	455	877	592
Efcab3	3	1	0	0	0	0
Mettl2	535	555	467	498	586	593
1700052K11Rik	158	218	149	149	147	149
Tlk2	1270	1335	991	1018	1337	1169
Mrc2	2140	2189	2003	849	1543	1061
Marchf10	1	1	0	12	11	8
Tanc2	1506	1432	1160	1950	2823	2446
Cyb561	2890	3815	3094	7678	9624	8742
Ace	1497	2411	1523	5164	6229	5594
Kcnh6	1	5	0	6	7	8
Dcaf7	3584	3882	3620	4045	4869	4812
Taco1	274	276	218	343	341	397
Map3k3	2771	2718	2412	1778	1757	1695
Limd2	1244	1142	991	525	677	640
Strada	399	448	386	539	806	654
Ccdc47	3116	3051	2619	3599	3565	3783
Ddx42	2485	2622	2095	2356	3186	2721
Ftsj3	912	816	699	1245	892	1081
Psmc5	1650	1666	1370	2321	2228	2534
Smarcd2	2434	2584	2226	2768	4072	3576
Tcam1	13	11	8	71	126	75
NA	0	0	0	0	0	0
Gh	0	0	0	0	0	0
Cd79b	64	47	61	23	33	41
Scn4a	16	37	25	23	45	22
Prr29	327	598	362	2430	3775	2621
Icam2	200	171	122	188	285	185
Ern1	2510	2816	2175	1776	2040	1865
Snord104	16	53	41	32	19	32
Tex2	9832	7080	6670	8289	5803	7176
Pecam1	2391	1925	1593	426	681	554
Milr1	55	65	51	15	17	27
Polg2	262	301	228	219	508	405
Ddx5	24755	29214	23109	20346	32848	25994
Mir3064	368	451	354	289	461	324
Cep95	550	568	453	541	916	746
Smurf2	2417	2380	1936	2769	3704	3233
Kpna2	632	656	525	1118	705	1019
1810010H24Rik	51	102	88	85	126	97
Bptf	3193	3593	2694	3775	4716	4099
NA	0	3	0	0	4	0
Nol11	658	686	490	838	846	852
Rps12-ps26	5	5	2	0	3	3
Pitpnc1	1087	1222	969	73	170	154
NA	1	2	0	0	0	0
Psmd12	1242	1486	1117	1584	1653	1711
A830035A12Rik	4	2	0	0	2	2
Helz	1158	1212	865	1256	1433	1383
Cacng1	1	4	1	1	1	0
Cacng4	44	56	29	8	23	19
NA	1	1	1	0	0	0
Cacng5	2	1	0	0	0	0
Prkca	679	725	445	685	624	717
NA	0	0	0	0	0	2
Apoh	3	0	3	3	5	2
Cep112	138	164	129	254	345	233
NA	0	0	0	1	2	0
Axin2	863	1356	800	1588	2125	1488
E030025P04Rik	1	4	0	1	1	1
Rgs9	220	236	148	921	2465	1836
1700096J18Rik	3	0	3	9	9	1
Gm11696	36	46	29	50	108	53
Gna13	2599	2283	2054	2272	2574	2868
9930022D16Rik	0	1	0	0	1	0
Amz2	1275	1410	1179	1227	1850	1650
Gm45916	13	28	33	10	10	27
Slc16a6	945	1036	976	709	570	814
Arsg	351	498	426	469	664	519
Wipi1	1573	1505	1185	712	938	724
Prkar1a	9919	10971	8934	9984	11454	11668
Fam20a	2699	2751	2903	524	366	620
1700012B07Rik	0	0	0	0	0	0
1700023C21Rik	0	0	0	0	0	0
Abca8b	129	115	95	57	118	63
Abca8a	886	667	695	139	478	317
Abca9	671	864	718	213	577	380
Abca6	288	495	370	32	185	91
NA	0	0	0	0	0	0
Abca5	624	746	546	352	594	462
Map2k6	576	503	451	158	275	240
Kcnj16	813	536	585	4	1	1
Kcnj2	314	410	211	988	1169	1085
Gm11677	0	0	0	0	2	1
BC006965	2	1	1	1	3	0
Sox9	2699	2213	2089	2956	3193	2544
Gm11681	2	0	0	0	2	1
4933434M16Rik	0	0	0	0	0	0
2610035D17Rik	643	660	570	261	515	409
4732490B19Rik	759	914	657	473	385	425
Slc39a11	829	1324	977	1860	2198	2374
Sstr2	7	1	2	33	10	23
Cog1	1148	1320	1135	1276	1550	1387
Fam104a	1007	1029	950	801	883	919
D11Wsu47e	277	411	299	329	426	397
Cpsf4l	53	77	58	65	104	97
Cdc42ep4	3751	4527	3770	4397	5890	5220
Sdk2	156	130	127	34	105	74
1700092K14Rik	0	0	0	0	0	0
4932435O22Rik	0	2	2	0	1	1
Rpl38	1760	2093	1768	1341	1697	1545
Ttyh2	136	200	152	414	582	515
Dnai2	319	734	321	7167	10694	7925
Kif19a	1056	2218	1264	8918	13990	10579
Btbd17	197	418	309	1101	1278	1226
Gpr142	14	57	14	177	323	234
Gprc5c	3662	3546	2992	9009	11467	9895
Cd300a	154	210	139	155	164	160
Cd300lb	37	26	35	18	20	5
Cd300c	8	7	10	0	1	0
Cd300ld	134	102	123	27	30	36
Cd300c2	107	157	148	34	50	55
Cd300ld2	3	1	3	0	0	1
Cd300ld4	1	2	5	0	2	1
Cd300ld5	3	1	1	0	0	0
Cd300ld3	8	6	4	1	7	2
Cd300e	117	23	62	9	6	4
Rab37	399	410	581	237	142	309
Cd300lf	64	35	41	12	17	6
Nherf1	4818	5310	4482	9831	11865	10343
Nat9	490	640	540	925	1662	1255
Tmem104	750	783	640	1006	903	1024
Grin2c	2	1	2	1	0	3
Fdxr	315	324	244	389	485	352
Fads6	79	89	72	256	275	225
Otop2	0	1	0	0	0	1
Ush1g	10	7	6	3	1	4
Otop3	1	0	3	0	0	1
Hid1	2339	2225	2089	3547	2759	2896
Cdr2l	271	319	252	198	320	280
Mrpl58	562	746	619	970	1090	1025
Atp5h	2236	2518	2316	2102	2637	2623
Kctd2	684	884	673	792	1169	1068
Trim80	1	5	0	13	37	13
